,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
BTC,"[0.21821285251232436, 0.2193344983692925, 0.27590424289766896, 0.217989695323854, 0.19026813524836003]","[0.2504102032792011, 0.2590234872613357, 0.3009750308165293, 0.2440843464584403, 0.20550563026190186]","[0.22065871035718912, 0.21063198358635374, 0.2625070266430122, 0.22139263369357665, 0.18169673467801287]","[0.2130177470613957, 0.2088987400526107, 0.26493142371403616, 0.2107818578382795, 0.1749454041824943]","[0.2568831214301914, 0.28882956217075334, 0.33957073794920895, 0.23965197673844202, 0.1993733708802947]","[0.2550454803155924, 0.26222483358989734, 0.29947638866824555, 0.26946673114404446, 0.214838354284283]","[0.2442805506730819, 0.24716332298128524, 0.30576869098280895, 0.20919443358900283, 0.22202706635868097]","[0.22094169251177376, 0.21077437607597066, 0.26348537711517483, 0.20784213210042868, 0.2031408847163979]","[0.21246193013422948, 0.20728631274253698, 0.25830553655262023, 0.20807925571238198, 0.17898195943620873]","[0.3451204159103806, 0.30093410529377534, 0.3740599194309982, 0.30908523784562897, 0.2803747678396396]","[0.2469001876614796, 0.2381159004706498, 0.2730714538755082, 0.21062847281681674, 0.1811044249320673]","[0.2194092117889524, 0.21634314847318828, 0.2585957176271775, 0.21864673039682106, 0.18914345612638697]","[0.21255496288195402, 0.20593379421098465, 0.2615934513166406, 0.20827828493853637, 0.17473692263683024]"
ETH,"[0.1609527441209576, 0.1492505971260464, 0.19134306518172184, 0.2748747610653557, 0.15627352512054155]","[0.2022759204426062, 0.17672177664912303, 0.2139243134804178, 0.30913424895279096, 0.1871027829294235]","[0.1834562166100653, 0.16753218550831317, 0.19559542517471745, 0.2795003397595837, 0.1735712032420761]","[0.16272605356321057, 0.14647793086902763, 0.18956666721921375, 0.2733549612705917, 0.15944353481305834]","[0.19755215117811797, 0.180576502496186, 0.20187015318465543, 0.3219432939188237, 0.21023451717244726]","[0.19581694441987002, 0.1709863627456315, 0.1892246445826933, 0.31878689759775264, 0.21790877445595289]","[0.15773554638676662, 0.1460130080064595, 0.18705565395746995, 0.27120420879654067, 0.15881677673939043]","[0.1576017811860843, 0.1494063781908271, 0.19273324394783958, 0.2735037039963427, 0.16483517733684372]","[0.1774900325299927, 0.14966998624907185, 0.19074204562211092, 0.28548292496403815, 0.16676198955523108]","[0.25448846061633273, 0.23505915307267974, 0.25591351110616295, 0.37194945227149667, 0.308544833541306]","[0.20187322744452188, 0.153693059489663, 0.19868701502033898, 0.3050838669772344, 0.19248476661905367]","[0.1746474932800557, 0.15731311629478253, 0.18903372317604658, 0.2711302393928588, 0.1595185708689307]","[0.15835015919061476, 0.14325364292815157, 0.1862091203096254, 0.27213872643585746, 0.1570842369182137]"
BNB,"[0.09399670955137858, 0.08317160136293611, 0.13031960577446472, 0.2335074964244162, 0.15690767478503445]","[0.12261141938142774, 0.09320011422591234, 0.13753236166307592, 0.2965064408313402, 0.19532214667530187]","[0.09265457305299613, 0.07990392969116018, 0.1264657782070493, 0.23717875796040244, 0.15741715728177239]","[0.10055328570143832, 0.08962220581561366, 0.1292092136363849, 0.23930597890124852, 0.15870749294249936]","[0.11496217093518969, 0.09554051554975798, 0.17452504788839424, 0.3067501366985978, 0.1687102470415119]","[0.11324759602201963, 0.07774887030682547, 0.12671388570993122, 0.2566474810753442, 0.15827021513910836]","[0.09413767984901122, 0.07983167827503994, 0.12635691445061384, 0.23665486503113997, 0.15856943094929932]","[0.10332618894814329, 0.08445366641453556, 0.11979372421319552, 0.2430754208603681, 0.16926553014576973]","[0.09422599630450505, 0.08255782953772302, 0.12662107498511774, 0.2335430872731719, 0.15915409234133174]","[0.17408896968880228, 0.1540387300135388, 0.1882537213101156, 0.39099434742296846, 0.23420765505680666]","[0.09383417488864401, 0.08192626289967114, 0.12513196870339702, 0.23034199615457532, 0.16531045320085277]","[0.10733587688535447, 0.08584630607202223, 0.1326839170888261, 0.25976404152392113, 0.16263599713675167]","[0.09510663224487449, 0.07822173249209746, 0.1280645422209411, 0.237618340895635, 0.15775117609958464]"
XRP,"[0.10920020416707038, 0.08966669361886043, 0.11501714505025418, 0.23241889775161065, 0.1696634857614048]","[0.12654947274798675, 0.11848933194698438, 0.13354586377984318, 0.26822427558142214, 0.19022793983699302]","[0.11577825038097747, 0.09729413913831406, 0.12246597658638957, 0.23560742345554328, 0.1737433944834802]","[0.11303589525596192, 0.10490564770942198, 0.13729142809388764, 0.24516730469877776, 0.18535965250661027]","[0.11256795820627555, 0.09677060618220618, 0.12764316635504658, 0.2382325376221911, 0.1796921742580148]","[0.10902970641979459, 0.09202953825797065, 0.11933896062932091, 0.26704791794904054, 0.17071955272698142]","[0.10870519997003938, 0.09114274419872904, 0.11643695686643328, 0.23486162260151972, 0.1694413297123363]","[0.10902487903306801, 0.09269303866822341, 0.11805535473519897, 0.25622897144758594, 0.1980641011715424]","[0.1098455645052243, 0.09018934733861707, 0.11638361738308581, 0.23311473970838845, 0.16677009760796632]","[0.22028208508904965, 0.2210638851910654, 0.21532879338002409, 0.34483099977893644, 0.23390130950833846]","[0.12719914185196932, 0.09026323102265606, 0.12942753183075684, 0.2608266648410203, 0.1896205741263898]","[0.1178735279758041, 0.10002198832657039, 0.11795445265711904, 0.2358702812181255, 0.16383725898736132]","[0.10942979174200296, 0.09044649340449583, 0.11688452412351846, 0.23560641228751536, 0.16898264731131865]"
ADA,"[0.16508701644794446, 0.18213710047219228, 0.2340869535271079, 0.20805533744871268, 0.1932261939299953]","[0.24110818405986825, 0.2576767985885546, 0.3011269871343876, 0.3085003899508591, 0.2561102830948169]","[0.16646149395997886, 0.18240126763968498, 0.228507026437778, 0.21844634261759308, 0.2073587581145005]","[0.16512882096299752, 0.1744029337373547, 0.231931967321427, 0.21649929947049415, 0.20020886198136692]","[0.16998776540176835, 0.1834276217380463, 0.24620620804319923, 0.24070437778294065, 0.21311807413542297]","[0.1644657144034441, 0.1741688991294668, 0.2288495539611951, 0.20606647007491266, 0.19155355159215193]","[0.16683731810061964, 0.1812667026108348, 0.23910694985914843, 0.20647270689483335, 0.19117998223451282]","[0.16404549277652813, 0.17223101830048454, 0.22971361431988094, 0.20659113421585049, 0.19270352157141218]","[0.16332878854209731, 0.17957470917146934, 0.22733821741574786, 0.2103322024630202, 0.19928112113337001]","[0.2657039143817407, 0.30971470463690615, 0.31148353121027544, 0.3108460165900742, 0.3665825384779501]","[0.17322793931448754, 0.1786117008595479, 0.23589279745411204, 0.23724529992981894, 0.2072208288294093]","[0.1673222387922555, 0.17485177206740465, 0.2547468267605406, 0.21388212899818768, 0.19494035741491855]","[0.16407201357477308, 0.1702787462252133, 0.23007150374251514, 0.2057203147516216, 0.19335940825342615]"
DOGE,"[0.05537953719091415, 0.041374510706930524, 0.10485833496527906, 0.2705597893814518, 0.1311772334122966]","[0.06761633582473858, 0.046565922144802444, 0.11895793674984115, 0.28383472513624064, 0.1579895851002659]","[0.054061451540139006, 0.04159446052142786, 0.10569813189895953, 0.2625352317202419, 0.12691876902554144]","[0.05529036760128052, 0.04353914337636555, 0.10537385330874013, 0.2659920468671703, 0.13201156640557954]","[0.054178785345293634, 0.049974018114192664, 0.10927305938409503, 0.27723362248515154, 0.1425986711510463]","[0.056954336498807226, 0.042609387500935125, 0.10466052504429893, 0.26543000885728907, 0.12942907789407732]","[0.054793565783432696, 0.05937134406431226, 0.11561097668753804, 0.2728234492031293, 0.13282623303374322]","[0.05736417878494558, 0.04676021015944225, 0.10418968335667485, 0.27642777289144016, 0.12971920051114993]","[0.05785683784784759, 0.04328872140422297, 0.10610164487878428, 0.27354878827592705, 0.13101490051719225]","[0.10589920242381555, 0.12571455365139722, 0.14584813252153048, 0.32133007494190086, 0.22798448858059503]","[0.0868193163255089, 0.08307965712061528, 0.11694585120401202, 0.29156801828164636, 0.14181859147745302]","[0.061157514893302636, 0.0408867687081162, 0.11065595368565032, 0.26179754586809234, 0.14072065065031414]","[0.053700840246988, 0.04063415472590684, 0.10504298253504983, 0.26536649777016186, 0.1308379173139991]"
MATIC,"[0.1813156748422694, 0.15157835976975628, 0.1834077044076383, 0.26719156707771163, 0.14949312549600258]","[0.21139677795874204, 0.18789829198341665, 0.20244315073974523, 0.3063760695576098, 0.2062799459345933]","[0.14734696305379397, 0.13245496093423867, 0.18929443401246238, 0.23490363558714933, 0.12885384162593125]","[0.14999247283802727, 0.13150139704040603, 0.16634436941578712, 0.23433510801831567, 0.1298126473651396]","[0.15094410429884736, 0.13074925144676636, 0.21481652966689654, 0.2590573467942035, 0.13806696630297596]","[0.1469961599720555, 0.13197787784967996, 0.16659740192320058, 0.23128339399678502, 0.1308378036932235]","[0.15180016567515495, 0.13581342960927795, 0.19434335757542223, 0.23796198092880252, 0.13023741768504044]","[0.18287941855268017, 0.16005520598838635, 0.22161715768119583, 0.2326814360724796, 0.14148223038540636]","[0.15324518478552304, 0.13567670146215882, 0.16634385714866803, 0.23633982455743865, 0.12948682391450939]","[0.2633213376188571, 0.26049777066142116, 0.22567429069188516, 0.3445311575856238, 0.2548255803115712]","[0.16409566617091412, 0.15406086356842041, 0.1754720634248075, 0.24753713833590066, 0.14122500720188427]","[0.14861100403527983, 0.13350289539413432, 0.1789637410523676, 0.24173180088697632, 0.13520999613600362]","[0.14764255805026782, 0.1306766665512509, 0.16647247116488287, 0.23115145254547392, 0.1292807343893195]"
LINK,"[0.15767881949325138, 0.14127879004990337, 0.15944881290848123, 0.28072175466539234, 0.18566434583682784]","[0.1928960702745308, 0.16575011041099955, 0.17542915337486711, 0.3406080790798978, 0.21724998803989615]","[0.14891062765515584, 0.1396984646367928, 0.15927801871208366, 0.2896282671344382, 0.1870931087847748]","[0.16773980663515367, 0.15551265128677078, 0.17802446187770254, 0.2852733572616011, 0.19490868646557605]","[0.1781627451451658, 0.16043757135443615, 0.1897462448025305, 0.38591747165534757, 0.2253214600244727]","[0.1482243899986355, 0.14155154753687207, 0.16184499578143455, 0.30872980409043493, 0.18466931015075927]","[0.14887272764107645, 0.13927066712367134, 0.1591300130293047, 0.28388272821291416, 0.18657798317087268]","[0.14947922899899127, 0.14218645964909885, 0.16011283708103163, 0.2818011621738582, 0.1867109968211769]","[0.16513177585990646, 0.161975627681876, 0.18554474130687942, 0.34328717367504885, 0.2102221346683126]","[0.24105195540124813, 0.22402849779859743, 0.24216680376007502, 0.44411805310011554, 0.34769368080553936]","[0.173299662219763, 0.14175909609187254, 0.17643916841247798, 0.2886939517123187, 0.22022390937366135]","[0.1649858440665882, 0.14200265659274397, 0.16703595461399015, 0.3063375483084986, 0.205171979979281]","[0.14844222381985697, 0.1400033314218725, 0.16058047308865053, 0.2848617602716303, 0.18542031508444412]"
ETC,"[0.12438871969066831, 0.1299137693245523, 0.18732945418698776, 0.2284524344518878, 0.17804676618980292]","[0.15510407565109463, 0.15285707765874712, 0.20801011329812946, 0.26012757837021905, 0.21251571824535248]","[0.13904024919960042, 0.1343354402498431, 0.1851602474269382, 0.24474407037701243, 0.19473589420644474]","[0.1463807012810336, 0.15501989373554936, 0.21631097326177384, 0.24708294826573118, 0.21079969005754737]","[0.14273567429060446, 0.13086523054253085, 0.19040276758216867, 0.2588974219041846, 0.18339022028714203]","[0.1560233264001178, 0.17720794528911316, 0.2040875981939482, 0.23252024003591792, 0.25759009528857935]","[0.12397691348892084, 0.13249682102560256, 0.1963649667417766, 0.22656146626166448, 0.19511962911265954]","[0.12583469359510016, 0.1295397013205318, 0.18986824510179814, 0.2279077596795985, 0.17989040854350313]","[0.1342247932197621, 0.1359946978143858, 0.18150997938819996, 0.26260086417663436, 0.2016783558921248]","[0.20903654464360266, 0.17575254350708716, 0.2555289788383606, 0.28253881694319277, 0.4009192303226421]","[0.12699580709650868, 0.1286177333194292, 0.18404018298694405, 0.26946535499222546, 0.1895260782989804]","[0.13039770273341303, 0.13462623591329861, 0.19620700845181055, 0.24514233701885568, 0.19572782201899425]","[0.12548979999490031, 0.1320656743789078, 0.18965189920205258, 0.2274302918630259, 0.1814572064290724]"
XLM,"[0.1120548478279971, 0.09311904419498233, 0.1557394316290793, 0.22260919170890867, 0.1744971035213795]","[0.12973943501035554, 0.12133161417404066, 0.16644637873565285, 0.2714240995461075, 0.21748479238019042]","[0.11190269847121799, 0.09606413838624524, 0.15637678676327357, 0.2302491530062854, 0.18422490876414727]","[0.11243546899735968, 0.09171798435852642, 0.16072754602551112, 0.23366672202968955, 0.17895927962213196]","[0.13228625079125514, 0.09137630554483138, 0.16389560127070515, 0.2588399672316208, 0.2006825924314516]","[0.10860093250440145, 0.09066027763099845, 0.1544038396221027, 0.21974734454836733, 0.17123983910130758]","[0.10925925108813478, 0.09005439740901837, 0.1548461278754156, 0.22165583366141778, 0.17580910049164544]","[0.11223166255963554, 0.08996881703062523, 0.15629162388097012, 0.22120924296787678, 0.17665172662866876]","[0.1110111260567686, 0.0914395759079802, 0.15386792812220876, 0.21798099093387627, 0.1738213163485636]","[0.17222637341370203, 0.17042271027102002, 0.2738209102032416, 0.3359089291470547, 0.3032400335050231]","[0.11709441069903738, 0.09234934823491639, 0.1539584877344339, 0.21409826553569983, 0.17196857287836306]","[0.11463910951498477, 0.09658052040745557, 0.16680326600227802, 0.25055150340819293, 0.18402176456893857]","[0.10902199164824206, 0.08976881514709172, 0.15578631117811384, 0.22556363447820557, 0.1735906402027836]"
