,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
LTC,"[0.14653000718718545, 0.12902573616656113, 0.14725167078989465, 0.2678668670029465, 0.18827027553844522]","[0.16519898055624915, 0.15348857701888072, 0.1591217999178156, 0.29754848090777664, 0.20955886664458812]","[0.1498914050778487, 0.12273661249121662, 0.1471609919502088, 0.2715541983261419, 0.18238104185314535]","[0.14721741978939304, 0.12115884017547139, 0.14767665019052265, 0.2606812723415988, 0.18035865897335482]","[0.354619073337614, 0.23148730555052746, 0.15549051604281613, 0.3275941053958276, 0.2669957613770015]","[0.14959513927277146, 0.1209147218934228, 0.1465806546110028, 0.2608766971055339, 0.18499912212011863]","[0.14504925546509362, 0.12104317466884339, 0.14548884973700665, 0.2532693627712674, 0.19093860317995864]","[0.1459626790789741, 0.11973362504549358, 0.14428544073394206, 0.317481818494923, 0.2003010535996456]","[0.14620892225696508, 0.12413936188333773, 0.1434437544832129, 0.2539082726530764, 0.19227227092711283]","[0.21829235075460843, 0.19830720972528315, 0.21720134120518467, 0.34373748410443317, 0.287404125845965]","[0.1524597657617642, 0.12147231200188215, 0.15241323387834863, 0.28389689197201046, 0.19054259927427192]","[0.15607453705230406, 0.1270264055001869, 0.15126372171344296, 0.27404317103564735, 0.18145983581612363]","[0.14534881395577345, 0.11948855509034437, 0.14742521608174228, 0.24870863086239747, 0.17929104426965364]"
TRX,"[0.13432503257673256, 0.08690174609812883, 0.13646120796779232, 0.12364159707860287, 0.154438478328352]","[0.1557323977351746, 0.11168309721496858, 0.1548816652104462, 0.16221303247098012, 0.18454672554828616]","[0.1478463431309656, 0.10469512410818343, 0.1425120338898917, 0.15276490414429766, 0.1709647204619437]","[0.13994077785684836, 0.0897114562880293, 0.1424931840313047, 0.13664393573615388, 0.1611324374484357]","[0.14222984806291317, 0.10403650996803988, 0.14505627588223768, 0.14694165381817212, 0.2087701548771893]","[0.13351335866693467, 0.08471114824798567, 0.1357766424482741, 0.12752164583303788, 0.15205553027236973]","[0.13525797456090097, 0.08631644535448013, 0.1407574614672803, 0.12487209258410131, 0.15582607352851977]","[0.13412070682344296, 0.08498059972265033, 0.13670418183331987, 0.12241720688497437, 0.1552376651589145]","[0.13373298542106657, 0.08761698526341176, 0.13485434267763388, 0.12186512833920819, 0.15313945140973723]","[0.21027151157358076, 0.18753694634529058, 0.2237958990248242, 0.30717290892678484, 0.2659631138400025]","[0.14535607481858184, 0.08915222910660935, 0.1562774488360826, 0.13887795044742327, 0.17359154501943427]","[0.13671916727899255, 0.08581956969411687, 0.1418393011533645, 0.1322759672874574, 0.16757234145939237]","[0.1342574090354751, 0.08398265994532415, 0.13937515772467637, 0.1224516468857848, 0.15508808241294963]"
ATOM,"[0.19542022386694646, 0.1784348938882888, 0.1918226906000248, 0.21389823354877063, 0.1755264106739242]","[0.21559310190573414, 0.19650441602770255, 0.1939671616100282, 0.23737653360729982, 0.18482045582324153]","[0.18996838306207162, 0.17224921307911575, 0.17949581540429793, 0.22422576502343886, 0.16811792241759946]","[0.19988900106390928, 0.17995518047872755, 0.18060839397790923, 0.22135065808310211, 0.1664538474969845]","[0.1957707328271445, 0.20578295583620937, 0.20222400952591973, 0.23861511955286863, 0.19374295565822147]","[0.19418173061097926, 0.18008337266505067, 0.19675103523093304, 0.2769875109135295, 0.2145391289853399]","[0.19174851312724817, 0.16715945193886192, 0.17595878747662308, 0.21336270600079313, 0.16608742821105485]","[0.1916806656230625, 0.168401321008352, 0.17453485065699706, 0.2332003058622445, 0.16781754773816185]","[0.19077771355078937, 0.17586421970951, 0.16995291467542958, 0.22224528862829684, 0.1663387630196575]","[0.2733718571596709, 0.23742733771382565, 0.28248768719834555, 0.3609195761352198, 0.3296056921623766]","[0.19814926788877932, 0.17011155855247137, 0.17768369720463875, 0.21707505027912646, 0.16368700032172562]","[0.20498477695699768, 0.18091440504015535, 0.179607250288458, 0.21434182074995853, 0.16629512554024115]","[0.19235877882966698, 0.16818373135871653, 0.1724972475961809, 0.21443883142095396, 0.1663864606681856]"
XMR,"[0.09744860844148115, 0.11369697567185622, 0.12334376552088899, 0.15431512640705497, 0.10702630026078483]","[0.12078385001736236, 0.1277650112249384, 0.14216123448087173, 0.1931275104630726, 0.13042471252116994]","[0.0999041499111918, 0.11687769969255436, 0.12679639265365758, 0.16445380816477853, 0.11642803891986697]","[0.11036137187012669, 0.13218752514524512, 0.13702318610808661, 0.18518665363176567, 0.1354993470802963]","[0.09989015554362465, 0.11761435754334186, 0.12827918249678275, 0.17067790966421365, 0.10974326854929917]","[0.11117434203507219, 0.12028193544046653, 0.1354933169423697, 0.19178104701782112, 0.14325581656482472]","[0.09793418827672021, 0.11373326656230613, 0.12440478554889725, 0.15435711912695912, 0.10751073423709079]","[0.09877149256712388, 0.11607691907375473, 0.12565519642221473, 0.1531520803793446, 0.10903976792232728]","[0.09536456062483867, 0.11454401676319877, 0.12480215986731219, 0.15240379892552663, 0.10803404294317515]","[0.16594400982130586, 0.16651536601055975, 0.1540817722266782, 0.27463906132156707, 0.22218886304059088]","[0.09673894326535275, 0.11323847684885008, 0.12416666277567283, 0.15547957201770676, 0.10700524899442841]","[0.11041918466709172, 0.11802137667473363, 0.1338973927749216, 0.15310633395799964, 0.1156042840708877]","[0.09579270096392394, 0.11271207831138727, 0.12429952411389902, 0.1528027077087201, 0.10747837478467193]"
VET,"[0.1685286823082982, 0.1627961679999688, 0.15726494702857616, 0.20119286643969864, 0.206877671042817]","[0.20414605669324298, 0.2066526813270212, 0.18623135265593893, 0.2278954526618453, 0.24325751290516853]","[0.1667008415774325, 0.16705704511060873, 0.15761005228147887, 0.19605684972952006, 0.21014575850675993]","[0.17175052987969536, 0.16048530705425892, 0.1639215084060784, 0.20761836687657062, 0.21048939230185548]","[0.16923013433358935, 0.15970416950548416, 0.17072329830359037, 0.19601609421954294, 0.2088441832081462]","[0.1729101471047835, 0.16352670997751292, 0.15571874969710017, 0.19662345637643705, 0.20227296696461933]","[0.16778894661025448, 0.1587119554539483, 0.1572623189272025, 0.19155753710750378, 0.20397575771519103]","[0.1689033253692045, 0.15580798662064935, 0.15695287774870303, 0.1946088000729636, 0.20761173510573405]","[0.17658435265302416, 0.1674974062887607, 0.16769594538982213, 0.21224236638070476, 0.21797661447553623]","[0.25589931901284557, 0.2940293342542263, 0.24643675857133673, 0.3347354767817503, 0.3080308042538434]","[0.18278149861464754, 0.17487695931577468, 0.18637309591765694, 0.22934224964331348, 0.22299951027302609]","[0.18814715939798157, 0.15818039863270433, 0.17357495466013986, 0.20552571446748646, 0.2162834154893012]","[0.16824464898662475, 0.15636294430884093, 0.15916339149373665, 0.1920359867127927, 0.2049772051010458]"
ALGO,"[0.21037927674216722, 0.13346046569266332, 0.14994904824131486, 0.17182429514166722, 0.2041036392428312]","[0.2185834030784518, 0.1490399477900731, 0.16533037456730973, 0.1757150731069225, 0.2259941414132929]","[0.21023761388626877, 0.13708459737072898, 0.15598901724454148, 0.16052785706851866, 0.2245361292026879]","[0.20623439710038122, 0.12745979814081634, 0.15008046460270014, 0.1573445926116864, 0.192156256694434]","[0.19763061133993817, 0.12328480581713096, 0.15003348787484821, 0.1686687442038441, 0.19264586770639355]","[0.20373262198248393, 0.1321178190547502, 0.15081548036098488, 0.1603694897329788, 0.24176499474669355]","[0.22593721531451216, 0.1376434863575301, 0.18969860160833762, 0.17427024118863857, 0.20649724229301739]","[0.24049595154577658, 0.1659999057534012, 0.16788223302327174, 0.1814502665017839, 0.2800036705315155]","[0.23219842703043078, 0.13046836696618694, 0.16195470866919096, 0.17417261998832123, 0.20252368771683069]","[0.2752225195705138, 0.23445478949039553, 0.20816480517280384, 0.2285837316798727, 0.32796276442397043]","[0.2053853762302491, 0.13304841359197497, 0.15030719430487996, 0.15986309193223974, 0.20547364102325882]","[0.20591356566188448, 0.1331871736893456, 0.15818821509026018, 0.1638363755276022, 0.20782708321976476]","[0.2019950395857351, 0.12562852389844517, 0.1514424334549379, 0.1557910593322667, 0.19065026862134246]"
EOS,"[0.11299669047637462, 0.09787534625143543, 0.11976532663451103, 0.3046206011890106, 0.1917691852433497]","[0.13049984124064817, 0.12048957290294422, 0.12114857778911689, 0.33016835511233067, 0.20051509257251401]","[0.1167398274945135, 0.10603292136085282, 0.12021354303328684, 0.29729491052720325, 0.1937669643082788]","[0.11907549161016194, 0.10294671083639009, 0.12793436396924393, 0.3093420666825759, 0.18518497501174552]","[0.12839451412653358, 0.11955929526832489, 0.12784422721171257, 0.3763425093109853, 0.22064299473919538]","[0.11972445634696142, 0.10397200159491801, 0.12161523955814833, 0.30667721412782945, 0.20542102167902568]","[0.113211993937622, 0.09845733793253456, 0.11614202309228151, 0.2946434210433008, 0.21298110799085904]","[0.14914399389228697, 0.13224399552279276, 0.13796312978229014, 0.3454575907061771, 0.22475988347315776]","[0.11747252792591655, 0.09912042744325934, 0.11531434173230744, 0.3382340526320394, 0.18884126521043354]","[0.1741093400438477, 0.2093782478980447, 0.1861492108135889, 0.4206951531747605, 0.2939853125754486]","[0.11549827694330336, 0.09752347333338325, 0.1167475065674148, 0.3860629291511826, 0.20035398394201603]","[0.1222925104404703, 0.1063551787634155, 0.11528041502329928, 0.3122516828808366, 0.20064511876133878]","[0.11039589962714126, 0.09536547403458345, 0.11774992459768, 0.2994611973625606, 0.1840762458064439]"
CHZ,"[0.12805787288266948, 0.098425244233065, 0.146374325462891, 0.23176832739338354, 0.13080148266863142]","[0.13706036711230604, 0.12850739635213487, 0.18195189714275647, 0.24821293499311242, 0.16262753781985279]","[0.12465165812993387, 0.09917590938348966, 0.14545769930244104, 0.23008989703133076, 0.13085607940256852]","[0.1281014571139833, 0.10119679905290976, 0.15101316441913956, 0.2335796344472764, 0.13310801043481574]","[0.14791916761360854, 0.10411933051416981, 0.38243631805288014, 0.26626817682068427, 0.13011156712818162]","[0.12667326687238453, 0.09921262497740538, 0.14671663538514979, 0.23148024838712145, 0.12899686542704095]","[0.12428836872216331, 0.09886041525944932, 0.14932214329913887, 0.24631935921301737, 0.14367852794648228]","[0.23795170035866509, 0.21303177422863304, 0.19244454798063032, 0.23118682614902905, 0.1402097624814565]","[0.14017428044411692, 0.0976126347499507, 0.1656309674870066, 0.23796325068089916, 0.14692268299417383]","[0.2138507083577918, 0.17389729798142375, 0.2560981594663245, 0.2636893673382061, 0.2316814468885163]","[0.14055151794185994, 0.10850924378746366, 0.15244282959020455, 0.27039162089689467, 0.13869429300201463]","[0.13633848348175726, 0.10188573369927108, 0.14951680469830117, 0.25983431194381407, 0.13116307979356862]","[0.12673333597888098, 0.09862990787552041, 0.14729876471426764, 0.22990067126602615, 0.1305915481637963]"
IOTA,"[0.17536298058773428, 0.12264815701583394, 0.13931638965748017, 0.13125872870918365, 0.15188556487855753]","[0.192239548137767, 0.1338617176887771, 0.16206676819761803, 0.15734764281155314, 0.18276621996909]","[0.1765418161682611, 0.12799975774352684, 0.14624477503224248, 0.13774903472523087, 0.15734876127497827]","[0.17831708452608208, 0.13722028558595464, 0.16451411242745134, 0.1427760456921006, 0.15618762147191012]","[0.22138936349758642, 0.14900394771405254, 0.1828133771170041, 0.17506340936206097, 0.1908789425961363]","[0.18546948303682062, 0.16258986314678137, 0.14335129365605737, 0.17723328588863144, 0.19501228024978629]","[0.1900324586049187, 0.12175328565769264, 0.14066180574050807, 0.14133954189029505, 0.1760460513961175]","[0.17220998600545434, 0.12311283659776633, 0.14005023088476737, 0.1309673602869884, 0.15159028145060388]","[0.18350940641914507, 0.12659870663412257, 0.13804072622768648, 0.14040499438996995, 0.16256876870275802]","[0.23597100654418748, 0.2607947821066943, 0.23133666097383948, 0.23169925252059184, 0.23643401908085496]","[0.19587161205454173, 0.12603827860020755, 0.1437318837389721, 0.13680639231804223, 0.16667065429298553]","[0.1886046277522533, 0.1293828348949775, 0.14650283328307465, 0.14024465044399598, 0.16381048915329902]","[0.1713806740069153, 0.12214278832163639, 0.14030371213297926, 0.13186153886860907, 0.15145514953722378]"
NEO,"[0.1755289887324444, 0.16071319784839003, 0.16820280527543363, 0.223156777922899, 0.29169182070900235]","[0.19076338359051825, 0.19783521069207288, 0.19269137215395682, 0.2770539716815824, 0.3279653138509547]","[0.15761978967808785, 0.14303791160834758, 0.16083618000419742, 0.19147529330832577, 0.2563232880841924]","[0.16552090896811328, 0.1493004355991579, 0.16453910175910108, 0.19447336898931838, 0.25384502091869876]","[0.16585294484520965, 0.18646895934354815, 0.17744915341815148, 0.26384132946485395, 0.3310412551369579]","[0.1585127829145781, 0.14388128490457994, 0.16221004129781727, 0.1930466504761434, 0.2525333498046707]","[0.15782575727146655, 0.14363392511105194, 0.160973532793362, 0.1921713602311738, 0.2554321750659298]","[0.15760527125515453, 0.15344776516496356, 0.16878080801939813, 0.2476263428754348, 0.31138944792160467]","[0.1581352256984325, 0.14481926581854215, 0.16008586085107093, 0.19267686082503632, 0.25344159659948035]","[0.2716178891151317, 0.20364266278619048, 0.24229667074642494, 0.29687927080489107, 0.3501404104994695]","[0.15697696321005222, 0.14586936383617508, 0.16617200006475027, 0.20302374879405927, 0.2686049285230336]","[0.16097474282006105, 0.14237133352872505, 0.16937494514230525, 0.2149424621662296, 0.2697580107085139]","[0.15690144087884952, 0.14247409456866866, 0.16220954263430803, 0.19454879017461751, 0.25766966322781737]"
