,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
BTC,"[0.12095873819181292, 0.13292540973670314, 0.18098662725461007, 0.2000725831827161, 0.10748768070509343]","[0.16008718660041965, 0.1431842960823036, 0.22788704804549412, 0.19286095414730223, 0.14921743543947735]","[0.11511634773449723, 0.12777605035147313, 0.16985131252491786, 0.1817066997500883, 0.10441828524483618]","[0.11680640834408666, 0.12763854999129706, 0.17188995353848588, 0.18221967985764453, 0.10496881684865773]","[0.12006395798788151, 0.12930663917632945, 0.1896290594977803, 0.20514652561806726, 0.11184075663906377]","[0.12002837284118645, 0.13769522413786323, 0.22789773870571806, 0.20320715550279533, 0.12344135048422566]","[0.11551251417572551, 0.1322568066399636, 0.17012654146518427, 0.18057727614168703, 0.10472689842300817]","[0.11484569881372604, 0.1277335873351833, 0.17039214419760973, 0.18098330070038451, 0.10387987242650218]","[0.11818211529967126, 0.13119656972654398, 0.18808628386573895, 0.19228737634911314, 0.10420237657593229]","[0.16868650241036776, 0.19716898455291185, 0.2598002833776146, 0.3169397503121014, 0.18443371231584724]","[0.22220566648027187, 0.1600974993472531, 0.17144458757747988, 0.19273190600990714, 0.12424141495809501]","[0.13176765830969192, 0.12956840794525654, 0.18130780816613984, 0.19450340020987497, 0.11115573694855203]","[0.11526860049829646, 0.1281727899954249, 0.17303757696178843, 0.18138174067323243, 0.10492480304014307]"
ETH,"[0.10922826579061454, 0.13905832603620627, 0.1220844662900226, 0.16774550593610651, 0.0663709969581202]","[0.1267792265221498, 0.15423478040289443, 0.1530395790912858, 0.1742340225228264, 0.07880577374541019]","[0.10320953947399968, 0.14060714066678656, 0.11727984229560263, 0.16891548124975359, 0.06579286726548177]","[0.10705882755113265, 0.1397626087259778, 0.12157423648064203, 0.17059560122480338, 0.06793523979802181]","[0.10479957127886308, 0.17647210949242984, 0.14026518052814596, 0.17113775600928224, 0.08659631163210771]","[0.10466012418153858, 0.14423286765029225, 0.11950697945490642, 0.16793066428059306, 0.0664961528541086]","[0.10290619027213829, 0.14049288842143984, 0.11691556335762511, 0.16915367681210078, 0.06697197990453672]","[0.10476246117418425, 0.1421916718256129, 0.11826067484585276, 0.16732481775990574, 0.06549047911089523]","[0.10641583733365698, 0.14550965804542199, 0.12113199098736029, 0.16777870030344297, 0.06564428707878246]","[0.16930208608361233, 0.18196941799170782, 0.21059504092119205, 0.210455913008132, 0.1186487377414648]","[0.10427503553907796, 0.1510248240188316, 0.1279861373892426, 0.168545385832427, 0.06934196105012737]","[0.1110637725163773, 0.1445088902639785, 0.11928131328415083, 0.1806666172758134, 0.0684957497609217]","[0.10439253480457716, 0.14096463933954398, 0.1187076025868441, 0.1697293260556762, 0.06652677896185057]"
BNB,"[0.10218356451906196, 0.12511695144332513, 0.23523866227062698, 0.288511023267073, 0.12896760545990077]","[0.11981715218912457, 0.13609933551222334, 0.261733748432797, 0.31082226456444595, 0.13411418459294952]","[0.10227462824005973, 0.12090097972383772, 0.23520032849628422, 0.28906494057421916, 0.12715565653689306]","[0.10264792800928275, 0.1208156076560888, 0.2348089782309982, 0.28963488937856846, 0.12945459980547513]","[0.1700744334985079, 0.35656906513529496, 0.24225423888787356, 0.3135648646433775, 0.29922243720220426]","[0.10016978179257287, 0.12957121800298177, 0.23512779947198234, 0.28634020371886076, 0.12957896710339253]","[0.1029580099134542, 0.1214482987925513, 0.27167466509059235, 0.2990291815280707, 0.13257050954235866]","[0.1451026859028095, 0.12026532225510853, 0.2694347610481075, 0.2979341469150128, 0.15459135937024185]","[0.10286114439901073, 0.12446882011861073, 0.24027519512299847, 0.2907662312111152, 0.12954576371328178]","[0.18902305103263717, 0.19266141650048643, 0.31967119124044235, 0.3568286639283542, 0.21395607242369688]","[0.10009625199223768, 0.12595541684393105, 0.291236213463097, 0.3173713960663351, 0.13380822761486744]","[0.10188275432182992, 0.12411163013713318, 0.2489892856457379, 0.30544020735528155, 0.14271495550537902]","[0.10046372033572416, 0.12057280547916464, 0.23502351733678709, 0.29096269001817027, 0.12982526452626467]"
XRP,"[0.10826865326069847, 0.1502514874038202, 0.31902348831049043, 0.4850874876046206, 0.1615308733966538]","[0.11448507738538248, 0.23468188769421064, 0.3585081826215016, 0.5014632772327702, 0.21977139492966596]","[0.09891530518629313, 0.12471089481874652, 0.294220091821496, 0.470516192390121, 0.1286188972641467]","[0.10056990489032037, 0.12600211247277004, 0.2979430369476684, 0.47039725926955006, 0.1339702933274142]","[0.3294197497488028, 0.3268376974987557, 0.30235655860234945, 0.7341939040056409, 0.15523649288172053]","[0.10571586323889133, 0.12996278377998094, 0.289159942878349, 0.47882205781828185, 0.13362367733303018]","[0.10037895711528803, 0.12495730469989136, 0.31179618873566, 0.4712885473841459, 0.12894592716007144]","[0.09777748970100868, 0.12465165958682206, 0.29417875058012466, 0.46881664343892215, 0.13093724155521025]","[0.09747746749124063, 0.12940197030320646, 0.32566909114613307, 0.5042240621273083, 0.13605342619883865]","[0.20306852077978388, 0.21034566584748218, 0.4337063089908293, 0.5657795089030443, 0.25372626201674814]","[0.15510660354639763, 0.1612314706350852, 0.3807910018595182, 0.5328267077429752, 0.22711157609664248]","[0.11210723863343083, 0.13265034107701718, 0.2951148149895749, 0.47720455204066015, 0.14417784084169535]","[0.09790063539987973, 0.12415021227690931, 0.29525170201562295, 0.4727916549522559, 0.12926471916021778]"
ADA,"[0.07876591436403546, 0.08016279025797808, 0.25678913993645913, 0.38515497584087593, 0.18690049166697803]","[0.1124895760052988, 0.0981467281968585, 0.3045653588060148, 0.4380707932298426, 0.22847332079717803]","[0.07862562580133484, 0.0798373005884845, 0.29514457826236207, 0.3921991795505983, 0.1780538374969938]","[0.08064036041475868, 0.07922937792220291, 0.24830674491274124, 0.40097310832559346, 0.18614611557674626]","[0.1364969176973821, 0.1068689278978221, 0.28602815729063896, 0.5520052367445788, 0.17746390207370336]","[0.08043344542536617, 0.08157851690515242, 0.26069673999280807, 0.38809126857190734, 0.18212085840977474]","[0.07931589347126682, 0.07962502666162179, 0.28296385988954237, 0.3957059774704483, 0.19451478214127632]","[0.07877743142355241, 0.0796491365225159, 0.2822656555402928, 0.41478134217320284, 0.18228316850465587]","[0.07903415404898945, 0.07972599846713863, 0.2660226310493752, 0.40506129187305717, 0.18604232485287608]","[0.1784654207071388, 0.1687770172738907, 0.3549715663531751, 0.5130019121855949, 0.30420747350400185]","[0.09209717118311059, 0.08646766167724329, 0.2930793139432938, 0.4626229522959879, 0.19454662046923277]","[0.08303994131484145, 0.08567670223735442, 0.25130398404021514, 0.3904202920183534, 0.1864124705421635]","[0.07980623182743062, 0.08012120768818973, 0.25442477347492304, 0.3926660469518814, 0.18004603852277257]"
DOGE,"[0.10731351270521892, 0.08813082274974178, 0.17908420376819142, 0.234914234540802, 0.11766027982542758]","[0.12868693610343826, 0.0928289699003985, 0.197252260976267, 0.2413229815150975, 0.11013156247144233]","[0.1002996829669805, 0.08173002852611014, 0.16114008330635274, 0.20627780008189814, 0.09083161460168135]","[0.1350380134332009, 0.11303887231616364, 0.19107968493346014, 0.22964647386277398, 0.11008625138219971]","[0.12142139508077414, 0.09760144589026734, 0.17397667660795788, 0.22092290540525802, 0.11010361050290367]","[0.11007749229850324, 0.09643331273419022, 0.16282757744308282, 0.21048814319976933, 0.0940798286742006]","[0.09972667511304995, 0.08399926769897612, 0.1612128070365351, 0.20661334334681616, 0.08959905818639745]","[0.13422589415186623, 0.10004659212088618, 0.1927127309447061, 0.24588790752596523, 0.11622645397855559]","[0.10226758476116937, 0.08125487835459183, 0.1636188086990359, 0.20785679287327496, 0.08927242848881532]","[0.182555298320323, 0.17041728318921773, 0.20634729735271165, 0.268101797861899, 0.18040845440342787]","[0.1224917990295805, 0.09134294301162507, 0.19401392593295538, 0.21830025816581008, 0.10529692591416562]","[0.10134433356592448, 0.08143649972487842, 0.16548207912892973, 0.21625547788786398, 0.09263466531269254]","[0.10086925574184621, 0.08088085228211338, 0.16502662752775735, 0.20568430730006704, 0.08700567988518074]"
MATIC,"[0.129118311554007, 0.14041333204840953, 0.23137591762112017, 0.2701189245630818, 0.12174434114338756]","[0.1618825251691527, 0.16080287874133486, 0.2611225006529785, 0.27702784154065774, 0.13088787976886854]","[0.12425195040414462, 0.13759844455198236, 0.2334780141099812, 0.2590209540683203, 0.11216578423509116]","[0.12817066709034602, 0.13666731340268898, 0.2411354982464714, 0.26296653468754566, 0.11461319414495358]","[0.1324668199115919, 0.1381312028879337, 0.2521190393736485, 0.28418979667431243, 0.12953584434140902]","[0.12441029853258896, 0.13592596771057783, 0.23149046703825732, 0.2591126529983974, 0.11181912485519452]","[0.12360158391246501, 0.1368141225552279, 0.23440319340731341, 0.27243986263986686, 0.12499876879671643]","[0.1237466748150866, 0.13839607307132665, 0.23239015455747944, 0.2569189454290626, 0.11369756744331351]","[0.1351044552652542, 0.14259980963668625, 0.23996108981152722, 0.27781922398288367, 0.11662319886087502]","[0.25784105506308874, 0.22434679529718216, 0.30832199793691, 0.3442612179927925, 0.19580972650827336]","[0.1545831386628446, 0.14195476280824434, 0.2733577440975154, 0.26988197797814384, 0.221589048913762]","[0.13014165923597415, 0.14901304538069934, 0.24302003339800587, 0.2765568770344783, 0.11678904162289609]","[0.12377141544043958, 0.13665370310255004, 0.233203842511243, 0.26112977619420713, 0.11247848891449964]"
LINK,"[0.10964472372214187, 0.12647711778078888, 0.19197600387920657, 0.33463595090852605, 0.11921624878167653]","[0.11472870269999152, 0.13105014479785887, 0.22188392620349628, 0.3325425853486226, 0.1427551838043487]","[0.10234856250623774, 0.10977727558763364, 0.18967421341724564, 0.3050122102951548, 0.11878866895861866]","[0.1265097242247422, 0.12355787391097771, 0.1909610310789391, 0.32429676764865556, 0.12842590548607485]","[0.13291007218947218, 0.15149872203320863, 0.2136791923357613, 0.38456618208572535, 0.12910035310178747]","[0.10270690227513425, 0.10981938590490001, 0.18754085342990343, 0.3016672122997089, 0.12347114568730493]","[0.10309661778318976, 0.11056367828976262, 0.20055533796728867, 0.3057847544463916, 0.124015058975576]","[0.10199060718321905, 0.1129663125200683, 0.1937385658373141, 0.3060432698293096, 0.12667535146055858]","[0.10146774825848447, 0.11109314278933718, 0.20257622950468074, 0.3071337566689667, 0.12131701505858664]","[0.21037443542255418, 0.1844293129616248, 0.27812992695683686, 0.37423978182083356, 0.19934718415183833]","[0.11606493711471244, 0.13201389615715486, 0.2173782138130692, 0.2957843435718681, 0.1447463777268735]","[0.11298937344022561, 0.117482348125625, 0.20340289185573995, 0.3250358908810008, 0.12627541454756905]","[0.10239388699262608, 0.11007257729523104, 0.1891673390118826, 0.3054664672746925, 0.12016936944493858]"
ETC,"[0.14852647495261104, 0.12507712655706982, 0.24816623425131976, 0.30606007057241985, 0.1462291543797869]","[0.1790306129286301, 0.160599490955505, 0.25627288099991347, 0.3047502221122745, 0.17378596520390777]","[0.1275882444270826, 0.12225857797400562, 0.2277799347215328, 0.2773232116157006, 0.13294664975288498]","[0.13048317842377533, 0.12275377295081888, 0.22944059099716252, 0.2784814444136885, 0.1344268812065511]","[0.16252831701715414, 0.14615242608536838, 0.2718130235154487, 0.311447100414209, 0.17112042360968813]","[0.12670152893330403, 0.11994358199122404, 0.23148449730780696, 0.2784046183644377, 0.1361049786096634]","[0.1279560789921187, 0.1222663179015003, 0.23247512474054768, 0.2789640069177326, 0.13316822181744783]","[0.12861799016122674, 0.12415674107563868, 0.23007742564403824, 0.2746196247251373, 0.13370283950907624]","[0.13345975253805484, 0.12514131414949156, 0.25127549471346605, 0.27887905819387954, 0.13574893320897538]","[0.21926017197009345, 0.20455145726821286, 0.32942684635677877, 0.37717106163182285, 0.2440382917282806]","[0.13515228375881885, 0.1308804516452703, 0.27351088426231607, 0.27867238454699783, 0.1466459752860618]","[0.1332761717544717, 0.13115634222971173, 0.22863070772524224, 0.2972005697524961, 0.13296311390759954]","[0.12905393335654625, 0.12256905025711952, 0.2285772818220741, 0.27880843639434044, 0.13556690149070053]"
XLM,"[0.20467122497359985, 0.21466795307208308, 0.3444730443637343, 0.4778910316092292, 0.2802766358563482]","[0.24721057174738972, 0.2778270831905615, 0.4109272967933912, 0.5511101749058113, 0.34457019306040226]","[0.20215669208314788, 0.20960444851627247, 0.33560425098214747, 0.46285958567836755, 0.277199440900854]","[0.21553669086949426, 0.21307474601176785, 0.35148012585273775, 0.48098150565206077, 0.29483884038965885]","[0.24273121522700603, 0.2558435465475099, 0.3880458082377363, 0.5230903669735175, 0.3087052873119351]","[0.21318392768371056, 0.21960437010584066, 0.35916071211358436, 0.486948378400158, 0.2744314505577616]","[0.21467556631257406, 0.2381605770442526, 0.4098115906227658, 0.5392801222532128, 0.34375608943977876]","[0.20537212643542876, 0.21013860424847342, 0.3463932039894859, 0.4742996456073371, 0.2931163601425551]","[0.20005972598630933, 0.217973568964737, 0.3457983957993785, 0.46356634461463847, 0.29638335978091823]","[0.34956216348823255, 0.3242738122084658, 0.46249351350009354, 0.6233631716946381, 0.419091695908041]","[0.22228476082683055, 0.2633346021466823, 0.4048428716340243, 0.5162231098453868, 0.3261887946076215]","[0.21076411625013006, 0.2281878376044216, 0.34330551706705065, 0.4591795420953393, 0.3032827691609236]","[0.20430101099106282, 0.21287423608689798, 0.3583086070007151, 0.47381656923931254, 0.28791395028279737]"
