,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
BTC,"[0.1494033403572537, 0.18805615405484477, 0.26684159627833753, 0.31665679575861577, 0.10512450518124385]","[0.16003537020049918, 0.22646683630276065, 0.2883962054173917, 0.3132047900810694, 0.1211892795819157]","[0.14882008867825394, 0.18783147709581766, 0.27893244193543587, 0.3051636132794256, 0.10607093687575211]","[0.15869189638290582, 0.19201828011487126, 0.28966001028320776, 0.3627406052114137, 0.11581617908220235]","[0.15782978650555585, 0.2055922135819354, 0.29365461308146334, 0.33030539571163614, 0.1094417475525592]","[0.15236215037200548, 0.19455114616243735, 0.2809385454792997, 0.3081587778596129, 0.10711330258015585]","[0.14947363558976914, 0.1858323488841896, 0.27952549722526776, 0.30275587805630627, 0.1063515633620566]","[0.15635278127940355, 0.19585154503140287, 0.2776368174868709, 0.3410260980148474, 0.10963043780536005]","[0.14952544861343658, 0.18786817980758758, 0.2716434366623597, 0.31145875794266104, 0.10580924612925072]","[0.19347474242984028, 0.27707211904440265, 0.3117906558235506, 0.3583226926538035, 0.24825932617526209]","[0.1665662979598203, 0.22252965754637236, 0.2897085868499134, 0.32923603102582544, 0.1265139598306178]","[0.14753770806132718, 0.1934223592893111, 0.2909850522997299, 0.31143152219106224, 0.11096186646774692]","[0.14605699534730954, 0.1902212677825699, 0.28294079845491665, 0.30723433127735794, 0.10657206354649777]"
ETH,"[0.10896342808165912, 0.1799379261023865, 0.18990746577319037, 0.2605758313074547, 0.19700118440224962]","[0.11412762909593942, 0.20004886089050083, 0.2150586051143634, 0.26967124768078893, 0.21392332064874706]","[0.11982614483449405, 0.1857023778334455, 0.1931659407738201, 0.2537025955147787, 0.20518809608897476]","[0.10614496561416291, 0.18060545970074596, 0.18872948712968782, 0.2560945161939535, 0.18931881156252778]","[0.1289184198362238, 0.19444055908209248, 0.19861783889233983, 0.26464640258462957, 0.18921072004205958]","[0.11529214340243575, 0.1838853507979119, 0.19015184026867382, 0.281654579629624, 0.18957320980189699]","[0.11091097830521038, 0.17752777991718796, 0.19020271656746252, 0.2559705768125496, 0.19224423583312658]","[0.11422497407291722, 0.17743766975803646, 0.18674175065699597, 0.2551447263065098, 0.19132920284033222]","[0.1102083297495585, 0.18813795478174097, 0.1836167573110716, 0.2676447173905831, 0.19506401991635608]","[0.1714935315065672, 0.2163842037143864, 0.2609332737104197, 0.28698674664314044, 0.26555601728145867]","[0.12466429556463395, 0.21844830911903917, 0.19888376403238459, 0.27875161676367394, 0.20618837132850767]","[0.10681287518915995, 0.18732064191211636, 0.1936932769314186, 0.2634567938720239, 0.19018542342745834]","[0.10663010052078677, 0.17887197894799314, 0.18798946123304122, 0.25527489978836226, 0.18949761612531005]"
BNB,"[0.13707910454428326, 0.1683792509877423, 0.23127253854395227, 0.28903696994782907, 0.15100113935009302]","[0.1704769043892941, 0.19889907107914445, 0.22888210705833864, 0.29055736894630124, 0.17312982611361294]","[0.13140704012226262, 0.16493007920734865, 0.20241945191395752, 0.2777565390841402, 0.14130008279983808]","[0.13352997236723707, 0.166799424607249, 0.20542688075132207, 0.2828707173906527, 0.14586718787415484]","[0.1464485497152384, 0.1865529994581827, 0.21446819500025474, 0.3366033768807169, 0.18634908550182763]","[0.1361351355475841, 0.16742185414721908, 0.20049855702262306, 0.2846353346896214, 0.14176364737441413]","[0.13459890906934782, 0.16495135440771255, 0.20162462340193313, 0.27647868007382176, 0.1412682532325463]","[0.13442056700822866, 0.16491714996363172, 0.20317520669161998, 0.27607903211252327, 0.14169358901049997]","[0.13867068339636693, 0.17407992779329395, 0.2155484949719384, 0.3097431360711966, 0.14867326348913273]","[0.20774151616723505, 0.25027117056143083, 0.27302222635962015, 0.34528553419719077, 0.24858478165295825]","[0.14073991086373067, 0.17599948974767807, 0.22284891788709654, 0.2927120558911961, 0.14936683281478372]","[0.1317296053903788, 0.18010758903587407, 0.20149674492852018, 0.28128314564773804, 0.149589415680583]","[0.12910950097600554, 0.1653210812078789, 0.20516250130530922, 0.28160135402635467, 0.14229469945529966]"
XRP,"[0.1558992366421385, 0.2098856685307862, 0.21782292843488804, 0.4476461909141435, 0.20664271028415057]","[0.17213340480875935, 0.24702249478065805, 0.25627889772727525, 0.447937776091942, 0.22971154925468282]","[0.15126779110072872, 0.20970321202403944, 0.2138604297015856, 0.4335207952580807, 0.19602051785571695]","[0.15871486000053392, 0.2136058642131021, 0.20736925706598958, 0.43461400092592695, 0.19412216656050865]","[0.1710115906034817, 0.25054951959058713, 0.24932089434755608, 0.5194223671811755, 0.2433903187990158]","[0.15169474760989043, 0.20962567529094245, 0.20856449678484112, 0.4390867663196448, 0.19382601379569853]","[0.15740106757655772, 0.2100781220513922, 0.21186859464611232, 0.43441609082023913, 0.19414913525660155]","[0.16416271281724043, 0.2705393221476687, 0.24410852308625708, 0.4806810917926507, 0.19910836274121593]","[0.17679233643223038, 0.23484611031071478, 0.22248046251460177, 0.5978643207893585, 0.2166456951158745]","[0.24875720796972292, 0.3449950496975466, 0.31134448504129364, 0.4620102227413136, 0.26131648559789666]","[0.19294885348605115, 0.2531609854910045, 0.24717520629662584, 0.5489948187440069, 0.2303194268532855]","[0.16109014046063952, 0.22084401826246522, 0.228679329558637, 0.421056448386686, 0.20146455289763962]","[0.14995872843301974, 0.2136592285588917, 0.21443626456383402, 0.4317120492899196, 0.1923070918291237]"
ADA,"[0.21490584728720047, 0.16078860101742568, 0.1640217068877389, 0.2306743390290109, 0.1739200132978607]","[0.26263060722474907, 0.19407178160107452, 0.20148867499979053, 0.25124366749834476, 0.2723836639869667]","[0.21345853307078666, 0.1633953554299261, 0.15844805932442574, 0.22721745281513855, 0.17641759985330185]","[0.2262855682713033, 0.1683870071260138, 0.16229817028805743, 0.23429088698978814, 0.17828636553602342]","[0.2452058118303191, 0.20323225036764653, 0.15935834632065574, 0.29767697432160406, 0.17905505672664138]","[0.22661042696442427, 0.16671492361935297, 0.16342631099794436, 0.23041878997544474, 0.1819040807253921]","[0.22415506841564492, 0.16341968231427875, 0.15864320637142013, 0.2272049315062996, 0.17635314908267144]","[0.2460380186780168, 0.1634659689245686, 0.15949579516364826, 0.22773719257941022, 0.214615603871071]","[0.2241322104123035, 0.16349920217333602, 0.15949690006257183, 0.22953875395543735, 0.17490347214785237]","[0.28178675136072406, 0.20761328619080166, 0.21824032938507013, 0.3014022093764251, 0.26732447692691486]","[0.231122699516955, 0.16120961047837512, 0.16760160256248166, 0.2323047236506705, 0.18717632607224594]","[0.21880751693302394, 0.16482679106279732, 0.1670340808328274, 0.2413573576331267, 0.17426097922387582]","[0.21121979305961022, 0.16438689287877162, 0.16005165254557022, 0.2278412483895302, 0.1738196719540869]"
DOGE,"[0.1158929444264313, 0.22815845006491342, 0.23007153910922734, 0.32981264195936844, 0.38188291585349]","[0.13503347261769585, 0.22535163831251478, 0.23998224766935236, 0.33401750142780695, 0.4053084983575959]","[0.12260504999216863, 0.23047394458156462, 0.24387267411858224, 0.32232098963971473, 0.38764399380883424]","[0.1157388673416519, 0.21705836638732362, 0.2227541270262714, 0.3251152783091737, 0.40656494435044066]","[0.11493394489406411, 0.21614458487613397, 0.22467813489501745, 0.31420043159812705, 0.3826330481295662]","[0.11860606974138016, 0.21389022917243353, 0.22204229729121855, 0.3179129927849549, 0.37952988862115467]","[0.11583371636044944, 0.21496390634094784, 0.22074058077983216, 0.3135977226549407, 0.3792044186847236]","[0.11514476397535092, 0.21516782748776916, 0.21750892898657076, 0.3143102962901001, 0.37955383697433365]","[0.11601759909993091, 0.21655638287527967, 0.21635728259489911, 0.3145902416648098, 0.38176351044631107]","[0.20860897641601456, 0.3244401315793943, 0.3319262772826242, 0.4191719743965758, 0.45076901945323633]","[0.12133247378552335, 0.22140494248609885, 0.23055584110194235, 0.3596652972212849, 0.5594351311742365]","[0.11465787459821632, 0.21966990845199377, 0.24138242889713307, 0.3345948910257532, 0.3840764896165383]","[0.11372401863230137, 0.21704987825822752, 0.2181826885919761, 0.3176938077900845, 0.37850645790786724]"
MATIC,"[0.09356650134031103, 0.42082105322151914, 0.2767992231284062, 0.3173906522251287, 0.17314359364374826]","[0.12103803431728442, 0.45518963544480356, 0.30710561021589716, 0.36548689062315576, 0.24895590665857245]","[0.09971919446911302, 0.4326952624523207, 0.28563662814996194, 0.32163806564034036, 0.20486007745442994]","[0.09328519984991705, 0.4275495990078678, 0.277064613681651, 0.30406151566795686, 0.17145717717725675]","[0.11866480585531809, 0.4822428959525071, 0.3116377304966872, 0.37981994629726024, 0.26896001393067365]","[0.09364204438261728, 0.4569980465642618, 0.29106818689413355, 0.34332354196685677, 0.2068452275031924]","[0.105781168041191, 0.44862031056118074, 0.2978869460392322, 0.35453050898779104, 0.2154227557416184]","[0.09347002542301328, 0.5116878929038378, 0.2847474045006929, 0.3642234362187847, 0.20585497301462247]","[0.08983714148752964, 0.4222914810467558, 0.27368518245172024, 0.3118343728807737, 0.16846673129519896]","[0.19140277781999526, 0.48807141503364765, 0.39331597269484064, 0.393969667568666, 0.30626979208861377]","[0.09473809005086994, 0.45153996780574196, 0.28111735527333903, 0.3345881273513714, 0.16571224678156973]","[0.09531503493936865, 0.4391284816665097, 0.2977591540387869, 0.30297340457871186, 0.1754666059613918]","[0.09041029139689995, 0.4227517448818613, 0.27645214071714985, 0.3026053753524731, 0.16719214241706168]"
LINK,"[0.11171831102990412, 0.27394446997970057, 0.3103455108704355, 0.27110583473597183, 0.14343399439101306]","[0.1293303372067094, 0.2993179268477602, 0.33939519159965165, 0.2775261907149134, 0.16582191603867466]","[0.10259127799810086, 0.27554383616624606, 0.2759663244716962, 0.27057698649051537, 0.14673066456708464]","[0.12561367639497012, 0.2828471725376709, 0.2799428412598568, 0.29398989096096984, 0.16843241540409698]","[0.13512190073921562, 0.2918661930501755, 0.31366434889279193, 0.29857208430730203, 0.19634561330403436]","[0.11244030607929868, 0.27862520916222305, 0.28021428151777195, 0.26835838916291677, 0.14271518702400657]","[0.13215291426004297, 0.2743405711226892, 0.29547421330266094, 0.31749970489756935, 0.145219983516231]","[0.10977000742766707, 0.35607795990814894, 0.27813815606965026, 0.34758143822100357, 0.20283900817687706]","[0.10202946844194206, 0.28224838880365083, 0.2836705021021168, 0.26922230041187295, 0.1422230827855838]","[0.16640251517746052, 0.35944924990217497, 0.36711338851412734, 0.3178717572267877, 0.26627184555246985]","[0.10864962607034243, 0.36321809533559535, 0.3199722574308276, 0.30277718984186464, 0.17965198903498883]","[0.1106640062231263, 0.3004997094305443, 0.29349150028317283, 0.2720624006343064, 0.14818320160886037]","[0.1028073631118564, 0.27688510725298715, 0.27685834053585545, 0.27066034600690214, 0.1431568286181711]"
ETC,"[0.20339143574793977, 0.17340622220149207, 0.1519327613347397, 0.23245467814587364, 0.16350960250502963]","[0.25048749153441624, 0.2241820379742817, 0.21678563524658698, 0.26391153366668685, 0.25724218204935745]","[0.21319690537062708, 0.16795943102660854, 0.1565345156661341, 0.24067405909770018, 0.1669316587958926]","[0.2055673279002334, 0.1673667424818298, 0.15176697041015394, 0.2394212192646511, 0.1651382413754535]","[0.24265317873936754, 0.18240350237371866, 0.16927546670250404, 0.24115220859388262, 0.16362637989483408]","[0.20985660061970207, 0.17494829594989916, 0.14981709973604357, 0.23583860773929363, 0.16556936421732102]","[0.2049409743960389, 0.16491060535651972, 0.1496097652576277, 0.23721842220617664, 0.16393222918796682]","[0.21567751876891994, 0.1649893456701581, 0.14956772084540718, 0.23718185990264937, 0.16377455997616605]","[0.2123030379473197, 0.16564202024160407, 0.16373782536037912, 0.23934461211315203, 0.17178605210996492]","[0.2671110961658516, 0.21513237819556313, 0.22527978104889032, 0.31099926008446177, 0.2779182790050144]","[0.25483012041174563, 0.19536880641260407, 0.1978874023701286, 0.293365770561456, 0.21014165974599228]","[0.2132815229468962, 0.1821541201827928, 0.1622109889449134, 0.2588778532970421, 0.16415034382475274]","[0.2024148689211041, 0.16623306020488865, 0.14931025490544686, 0.2384118390727978, 0.164498208187937]"
XLM,"[0.12656888779510017, 0.238457625084591, 0.2097839410939968, 0.3798217360290888, 0.2640998933527075]","[0.13573985891188411, 0.21910143121512574, 0.22784447022001814, 0.3739547678788469, 0.3176248799472146]","[0.12708993207614674, 0.21033300017850293, 0.20432619637582508, 0.3633671641420501, 0.26086709132313834]","[0.12757415871391495, 0.21829824907214135, 0.20605628511345514, 0.36879335318600825, 0.2687239818758257]","[0.1322613182836423, 0.24510559594832904, 0.23166631197671433, 0.46592961617527806, 0.29452067207790333]","[0.13198648426433324, 0.21246863318764278, 0.20290395435627642, 0.36786934928999354, 0.26221398891523195]","[0.12671116781066025, 0.21128773069626214, 0.20418066459344633, 0.3625105338971125, 0.2600735943529704]","[0.12814274199714643, 0.23017852977767259, 0.2116188960173552, 0.4091159164352124, 0.32820669541908265]","[0.13341909836629415, 0.2179060116541649, 0.20226447422944524, 0.37611566432269633, 0.26883149998122174]","[0.1710689203917745, 0.26031359733303056, 0.2567271713710318, 0.39509864258666455, 0.31678998081779053]","[0.13746224939607243, 0.23122252685108308, 0.2368330432173446, 0.48620784529418676, 0.3091142612528258]","[0.12997751053719406, 0.22259741509553832, 0.2152804048720198, 0.3655915017582491, 0.274773470779236]","[0.12370007624784785, 0.2108415039270145, 0.20442545789705274, 0.3655533112075333, 0.25874693873943866]"
