,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
LTC,"[34.7378778240624, 243.6736583737458, 63.427643446939875, 17.159205754548136, 21.920807054524694]","[38.35807474107036, 349.8743835356518, 46.77148913646165, 26.187646797439534, 31.35720241446277]","[48.68514663041218, 128.86881759604054, 51.0343294277526, 21.011403685293885, 19.451953178936236]","[72.50155753039039, 24.29814024031192, 21.762526101981166, 14.655499216462093, 22.191808184137244]","[69406825.38373752, 210077.74566207963, 33.62949420941981, 44.3321075763247, 2568.626790828528]","[94.54220718443497, 110.3009967169293, 66.09634073801081, 16.665997571436037, 39.608664549314625]","[30.501382301092903, 160.31143989885092, 24.449068768983537, 20.225879226423814, 41.6868311541729]","[25.21934152878502, 85.582124862517, 46.2748668631932, 29.10959907061157, 21.321252578363648]","[73.21603952327457, 134.0619169865456, 44.61006243358676, 19.66576262382553, 27.883222446807327]","[69.92272720832473, 71.54483519391817, 138.19216677009175, 31.652182942217554, 20.259480086905477]","[94.05206923799055, 20.356600290073903, 25.26854126759662, 8.153338012142301, 12.982136744465864]","[46.85145511115597, 23.035259369845086, 15.576935709181914, 31.012806272830513, 24.60317544347003]","[51.63889289153898, 52.979457202071806, 31.05752185398831, 13.908862955784583, 9.164563100957924]"
TRX,"[0.01633296724062732, 0.07323878763607174, 0.008273387678583577, 0.005838256098266815, 0.016992080481627855]","[0.012239207755024442, 0.048409962443417255, 0.011542251927075977, 0.016946752900622867, 0.02046008216933696]","[0.031041925139623755, 0.09040594826509299, 0.010778584996518749, 0.01822871871696561, 0.02222188516259669]","[0.02817755434938487, 0.017250147133495212, 0.011539956506639476, 0.005673835664458657, 0.010201280255832201]","[0.09749849791393944, 0.4524904721633301, 0.34233528337306873, 0.034220963987854854, 0.0458936565779109]","[0.028259211709063457, 0.04475661783110044, 0.010911246085416819, 0.038565514012618485, 0.004121101596253384]","[0.011769034665417101, 0.0778104910230346, 0.01428537559098799, 0.023943295816830884, 0.011493107664452936]","[0.024435694090577387, 0.058461794469278065, 0.02482146418755525, 0.0038693380971310588, 0.015304133855086785]","[0.016215708808344158, 0.06819673654945616, 0.00845035337581105, 0.003453357044138827, 0.020120704552906377]","[0.08980230568056888, 0.10780708850370073, 0.030038514393666563, 0.02669399970819488, 0.03196436156856132]","[0.24987995561948176, 0.011942987121613551, 0.5849974792710381, 0.02397121801738845, 0.03392738635988766]","[0.024454427504101754, 0.02469858059205613, 0.026172808566532164, 0.02564050258076957, 0.028834878418147105]","[0.024087856748997483, 0.02146204826377722, 0.01048470459649533, 0.005909455237836135, 0.014743229477028684]"
ATOM,"[15.806047270985722, 11.179301202589112, 21.58819852717343, 3.77344355446874, 4.290977096585756]","[20.311136873050653, 28.266414404770654, 23.92480713295924, 3.4529490227068567, 4.367365370468947]","[17.7907675164214, 12.666733069564307, 35.139021889484, 3.9638678534121694, 4.758719601830417]","[14.155152064240072, 6.455240690647189, 7.900946463466192, 5.829307071245065, 2.3429975525008917]","[26.030294479783727, 1257.2492553932077, 423.99092785929355, 6.658921898233318, 7.975204018330483]","[20.104162999064794, 16.75856577512411, 153.96579089018547, 2.924851034278928, 8.762361357983847]","[11.372425780798391, 5.9576222103869325, 38.10204966044109, 4.138842477102705, 3.977118096840657]","[12.105562517668842, 21.3227652104305, 24.435269432730337, 4.526139477812743, 3.511798754800582]","[17.45556210010254, 15.88159366553744, 13.082026941328984, 3.9018192489494474, 5.888547617016815]","[14.830282509362643, 62.79560400081531, 22.06194201304023, 5.527650756367952, 3.5440063770425874]","[25.90995279882174, 15.907691699899388, 5.680548844558144, 3.694312023343249, 3.5722073597986195]","[18.711678672253854, 11.731037962563375, 2.4267896233034953, 2.8082339606883506, 5.5407871940067785]","[14.40759747794974, 5.203450261603845, 11.385913476271638, 2.9689243580669378, 2.87008269144704]"
XMR,"[62.35934472559883, 104.57016623299981, 36.23686074710545, 9.703185361132745, 14.874283196517137]","[54.04547394449863, 111.28226262014317, 179.36743370885887, 55.21018988741053, 18.05690109860253]","[50.051935189737115, 100.52562022160939, 78.4066702989043, 13.786103964101008, 31.324168240882692]","[59.33503426314144, 30.62976657433121, 33.90680145646114, 14.003327831091198, 33.14461952330507]","[173.52382089667083, 86.0330262699459, 39.61347721425164, 42.107354807927734, 11.03642010699398]","[102.07407176096132, 125.40477902415421, 26.74766115926009, 104.77499758710829, 231.4066487838735]","[243.42657015066854, 153.75184843114886, 39.956363894934945, 26.36602992848441, 19.109890051612464]","[55.53801861153856, 102.99002453852471, 52.80509741363511, 11.994257981651845, 13.414971990258184]","[33.97580011669698, 159.0826193465882, 39.34661613180869, 24.857366509234467, 48.00002506556595]","[94.9685302166193, 334.81722096451966, 422.4436449509982, 63.66145227035701, 80.5068282240822]","[46.715423094225876, 33.49301981582279, 51.008562455356554, 83.20297043781777, 37.06720182124499]","[76.92144916207795, 39.68173918859556, 22.53836606568579, 7.22265322848877, 58.29401642947585]","[32.40099756361032, 41.06207195168346, 38.41761027238489, 7.821420853608814, 17.230035148566504]"
VET,"[0.025563805951817974, 0.12379751103797793, 0.047514760275676575, 0.0022496177392619643, 0.009664990945679073]","[0.04437468087840172, 0.07516114941334918, 0.02196426864538913, 0.028138305464056705, 0.007871550427396134]","[0.024294100935385348, 0.12367661433954275, 0.04423185191143547, 0.0027817684824170373, 0.009749320560149584]","[0.018610330794597712, 0.01664843081347448, 0.019318522935026308, 0.0029413299669672657, 0.004898118108859243]","[0.02894932412468491, 0.016838888616555164, 0.01774347657263569, 0.019377013526135904, 0.030881297760595353]","[0.030438816340877837, 0.1419406437514667, 0.028452442594630926, 0.0031592598696766447, 0.008166744261491544]","[0.01960595430552139, 0.14324599231499732, 0.03339736048367274, 0.002906990013807465, 0.008324915170189812]","[0.06973325000432776, 0.07250134269011946, 0.019044242262397777, 0.007567035110353282, 0.011154627089351894]","[0.029457721387123607, 0.07274151050161949, 0.01203869617491056, 0.006344039288306907, 0.005977815898041456]","[0.05381807101319614, 0.3533197835018901, 0.09869383246735479, 0.015137150730337022, 0.011785480234682691]","[0.033965185619679525, 0.14172410229168164, 0.01440120028064763, 0.006080391461899907, 0.013996950859837407]","[0.07434326553132484, 0.021422661671003224, 0.008411894811333264, 0.009208139873764785, 0.011225495970000363]","[0.024510364464967297, 0.035264351647302974, 0.028810319150421974, 0.0022209065437847806, 0.006458078194390475]"
ALGO,"[0.5229520146265618, 3.1850407898871107, 0.7011312804496552, 0.06218514140415911, 0.07003885966321988]","[0.8478920782934335, 2.317339308952802, 0.8036918500366176, 0.13066288251492528, 0.07062859105027283]","[0.7565175951933926, 1.3342997411171895, 0.4718400288979754, 0.08677173847391133, 0.0850657030348257]","[0.6971022659311223, 0.3459454177740656, 0.0950252892313276, 0.05123303407807299, 0.044060394744294316]","[0.7990179324126366, 0.16642501253578534, 0.624829413005622, 0.05498405367156779, 0.053220001120696914]","[0.9317877649339327, 2.319085686370588, 0.5604676041394512, 0.0911859708681911, 0.11261972731328712]","[1.1075907258632633, 0.5593416682637443, 0.6995075006124121, 0.0820453491953915, 0.09039906481612006]","[0.7766916702245054, 5.376146568733419, 0.3582139357400112, 0.05110422045313816, 0.10501604048373546]","[0.9862740583946529, 1.3934296741166743, 0.6361299152932898, 0.04909340508133818, 0.07264730029479101]","[1.045891477655428, 1.2091104768915528, 0.11140464532762519, 0.11488456111376141, 0.15525949382795828]","[1.2475727889988455, 4.447071517252399, 0.22767758321795942, 0.15969754766833102, 0.08668579624524511]","[0.7364584553445582, 4.006651308932579, 1.889064881367935, 0.13246712513488995, 0.11938060569318186]","[0.5961767872004866, 0.5289317964938248, 0.2762419129528274, 0.08320605855660775, 0.05834485205710291]"
EOS,"[0.9330488010343994, 2.862640663021233, 1.4825682626134509, 0.4822076499291968, 0.28733196118244664]","[1.0225266832858488, 2.289220843582411, 0.8846922651386003, 0.43453746465858406, 0.31421940062921605]","[1.2452038511506862, 4.27718806096131, 1.2037531479456252, 0.3590320006843167, 0.12172642436922991]","[0.8141402707252622, 0.5157351726446733, 0.7073682148350452, 0.31817295766827874, 0.19625686084501248]","[11.366190219031251, 1.067380977053873, 3.644357547545584, 0.451466489353369, 0.15423308888475068]","[0.6713094659764076, 3.146159572684449, 1.0860311182416436, 0.5231505319673955, 0.28630097649495956]","[0.8954294230125582, 3.6994666805157053, 1.0392935259135034, 0.31419992307037586, 0.41484037918997607]","[1.7932804383614136, 2.019802859941005, 0.9523489045074341, 0.6489187902210879, 0.5393959655249304]","[3.2996059078965847, 1.2347163668456687, 1.2833300191059294, 0.5022894276979795, 0.250529843837582]","[1.5724108150489133, 0.7675991263913287, 1.2036772817012689, 0.3245362281313034, 0.2841258765140701]","[1.220524564863721, 0.6729733249476145, 1.398404571066012, 0.24033899357327118, 0.13402232213616366]","[3.194256079536975, 1.4242561756517595, 0.4341859310069359, 0.4741071974728177, 0.6832950074762093]","[0.8567746126537595, 0.9138167681205697, 0.9435070858998713, 0.2804105078280338, 0.2915192816342426]"
CHZ,"[0.060571143913823906, 0.4630585908333168, 0.13794933390600872, 0.09504036245326863, 0.028912290474898843]","[0.10578557969683122, 0.20240991322160323, 0.16733289227638198, 0.13800575223304815, 0.026405299049681]","[0.12389285029147958, 0.5092393311825604, 0.1271728543027004, 0.0868184888002714, 0.02233509107589491]","[0.1349388254870866, 0.07849124701025785, 0.09273909304866419, 0.11788371572806308, 0.03866012777096899]","[0.3342417190920154, 1.7149911584937514, 3381129.954670288, 0.18540174839700513, 0.036810800778161595]","[0.04979751070516096, 0.5764809156872718, 0.16873278558413007, 0.10646806364336948, 0.02969369632998047]","[0.11307722994954256, 0.4284016411779003, 0.15842695062719114, 0.09356977353731778, 0.03732357283308985]","[225192.6442668485, 59350.795920961915, 30.02354357020772, 0.29255186980592035, 0.4745818315800643]","[0.18535631504112746, 0.08743166296639328, 0.23989894037292187, 0.10209647764938058, 0.021464817012007236]","[0.48305283573771496, 1.0937936256904606, 0.05341209976251835, 0.3930373347665792, 0.039278533972534994]","[0.25110110108095374, 2.203073361461578, 0.16770479980512884, 0.14724786482647081, 0.01504223434397313]","[0.414021760570017, 0.13935192294988302, 0.030206170380274875, 0.20177805391666925, 0.10142571510318617]","[0.06228957517014464, 0.09945958668826746, 0.09745471721943763, 0.07961932851424462, 0.023221408713780325]"
IOTA,"[0.24805465066677088, 1.0867675918297646, 0.5064854631155021, 0.020607321476126657, 0.06686264966087876]","[0.5617705283078896, 0.7559572378904408, 0.42667080256676376, 0.038992236885210224, 0.06154172605955264]","[0.3404142815245868, 1.1607017912660158, 0.4098242609794646, 0.03395858804426569, 0.08296761414698893]","[0.36704499647197064, 0.12715515532712818, 0.41282432765263366, 0.03490666722807308, 0.023554064902418015]","[0.6809189080820887, 4.030120851505675, 2.1539001947596876, 0.11634282545585553, 0.06180938407118498]","[0.33133672488538796, 3.9000966901232728, 0.7065802847635841, 0.0461280252967523, 0.09810692602670461]","[0.25467800751264497, 0.9687312432945296, 0.624481729374801, 0.037047307626005596, 0.12700735466368393]","[0.20405958925406248, 0.9334326269815659, 0.5358068907204079, 0.02012507641634191, 0.06787917619368139]","[0.2564918171110961, 0.9334602740266108, 0.3157992653994444, 0.01870031539983906, 0.07727697770264892]","[0.7040492081664619, 1.1734488201758124, 0.9857402760210172, 0.104955556447848, 0.03893493981161642]","[0.25895023814701834, 0.28437815369700514, 0.10109340706171016, 0.04850565116656413, 0.10374485684041601]","[0.6211861424154309, 0.1684814172061506, 0.05326901875333143, 0.13311952639655925, 0.10459799483598432]","[0.30366429346767615, 0.35197129951755135, 0.2733046666184875, 0.02415818775545654, 0.050986891862944875]"
NEO,"[16.127901546476117, 18.596947573492965, 13.491177075538555, 1.137809003232215, 6.100380465716748]","[17.878084572966582, 22.604385608315784, 15.580140538162132, 2.4190899636798995, 6.828861632409699]","[10.8032959579776, 21.416005403491596, 10.553432716823904, 0.8413267455547527, 5.067905142473914]","[12.075616452175707, 5.334643791720242, 6.553682964093852, 0.8128772038254681, 3.1912290602488986]","[36.05728736991807, 1362.7483821975795, 39.795215306774516, 223.9049918141175, 4.708386400745587]","[11.546886073486428, 15.222315120259632, 7.416566662235526, 1.1569164322159442, 5.50408503587514]","[10.200849281156357, 28.394476444104587, 11.385489729887555, 1.1233636375996852, 4.709529300404015]","[14.09465228560289, 13.86631119224784, 5.930390720769925, 6.5737700216116295, 8.589195829843417]","[13.063451174905437, 40.958153710504284, 6.37083271433997, 0.7792739471892438, 4.824053881262905]","[20.06540030753677, 53.625623177390054, 17.839363067201546, 2.6135504392612265, 6.450791948377537]","[8.624944376958723, 34.315554568069196, 54.85535726110867, 6.4540207828644665, 3.8196304341585723]","[19.567676090636997, 5.5102990586245975, 1.9851080342653364, 3.713895655322434, 4.582978358803154]","[9.899683721067591, 7.717775436033666, 8.74929988997827, 0.6612569973446975, 4.184854817701533]"
XTZ,"[3.6645903286966486, 1.8565836696421145, 2.6532272989038135, 0.16851091033012872, 0.3946196122079213]","[3.584712916827953, 2.975737998545878, 3.052757603408189, 0.48019632445826066, 0.38867535315293994]","[3.7487771639437892, 4.466096108778681, 2.139566608125112, 0.20278571186844802, 0.48521326146089444]","[2.25595977368192, 0.5094343629976225, 0.8273073703336443, 0.2170299055367061, 0.28267891127682826]","[7.3759937769439485, 23.4522692140211, 6.911285617058247, 0.3863260132937115, 0.47824372122569864]","[3.5010264293410702, 2.695747464845512, 4.2695098412336305, 0.697383494902101, 0.3004396677231672]","[1.5648096977406407, 4.932983606841225, 2.0526874342618577, 0.33158219709434494, 0.4606505211334271]","[1.7668093910884437, 3.8426437841227052, 2.5895291410595718, 0.649637103191607, 0.505012230068017]","[3.939917547205419, 1.8411122128095878, 4.182779870787192, 0.19244115332961306, 0.247495777081405]","[1.1865595377957083, 0.8502324358127336, 8.371068748853025, 0.3866110577271274, 0.17676696584850446]","[4.80064548818719, 0.8198675186145569, 0.7050791989509635, 1.309763881999548, 0.6297896012378862]","[3.154202085574652, 1.0649710083165453, 0.47555182135076146, 2.3483331481067276, 0.586322178423185]","[2.6952590160851417, 0.8143905365573844, 1.161971709040089, 0.1245646570818626, 0.27444421690545934]"
