,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
LTC,"[0.8171498178659062, 0.5138850027225932, 0.2937693241994847, 1.1226153553574068, 0.24695341731271633]","[0.9032304384968336, 1.1303697180483454, 0.9094146084879067, 0.5496184596621252, 0.6054530925071808]","[0.811177226823631, 0.22061147437523454, 0.42622568031507607, 0.941753125428279, 0.12321236145127838]","[0.623911939578403, 0.6945021266137479, 0.21033392070186435, 0.45274911206317286, 0.22944358474278273]","[1.8804096358663926, 1.6642321298198723, 0.714184813986398, 0.5968327895486863, 0.9605855897462459]","[0.8482386193848991, 0.44990689222931163, 0.804032895321951, 0.8115623864895519, 0.13195249958315383]","[0.8489204879051627, 0.17055056646741618, 0.949756450582049, 0.9373281721872939, 0.12166221125960094]","[0.4458863383012012, 0.31694943297013883, 0.5012630815833065, 2.2188777647025715, 0.5165445043682667]","[0.2115427680470761, 0.6705136400621969, 0.46312695361764794, 1.3251198538489382, 0.5629194525577765]","[0.4324033845450478, 0.27189251528125935, 0.25133846589432085, 0.7926958400975567, 0.44844706778180854]","[0.38043465460492243, 1.2535362788011657, 0.495694336463992, 2.846183960678057, 0.4239038747994986]","[0.8578657922599904, 0.5906302546824269, 0.5726777588832526, 0.5843616816051306, 0.10413937324000183]","[0.3607822769360881, 0.6319278072297396, 0.22097029344209324, 0.5429634167522326, 0.12845297311845782]"
TRX,"[0.00025059751398677965, 8.248012423755092e-05, 0.0002549171639962171, 0.0002874847625945104, 6.50007176109035e-05]","[0.0006001414657925606, 0.00012479227549301423, 0.00036032991675299047, 0.00033360016122374635, 9.270248737915721e-05]","[0.0002226042880558658, 6.400100641511399e-05, 0.00021448180884322925, 0.00021946498590444546, 8.878400423629078e-05]","[0.00015760892220307584, 0.00014857433984139494, 8.918624996820306e-05, 0.0001721915830072347, 9.230595549348978e-05]","[0.0002657143732220039, 0.0002295311591619239, 0.00020389538196147902, 0.0002255801857567927, 0.0006470698357781523]","[0.00022684431394727242, 5.130772088165969e-05, 0.0001955511921541297, 0.00021235081180244087, 0.00024923554062902136]","[0.00024571226073339764, 0.00022741806356298442, 0.00022391318983814096, 0.00018169959315366416, 0.00016161747856789294]","[0.0003865716631596922, 0.00020701380723754054, 0.00028644844105170955, 0.00026677433319290236, 0.00011812661585022807]","[0.0002699943420277553, 9.652411814081378e-05, 0.0002284983276446638, 0.00014586073472424123, 0.00015206115797717338]","[0.00017844062702250546, 0.0003170675278290311, 0.0005273251230370247, 0.00022419772573798914, 0.00032859574232377514]","[0.00039455908815712873, 0.00010543972144220574, 0.00020628570571970658, 0.00022770979043142933, 0.00013563857494739562]","[0.0004602224288340814, 0.0002709987067091305, 0.00012392989727776286, 0.0001950465085662765, 0.00026183493278120694]","[3.732962031444865e-05, 9.102687561744505e-05, 0.0001145575637015855, 0.00013729363474469387, 0.0001076809316307595]"
ATOM,"[0.05696212837933946, 0.1661340957879536, 0.07581034408314244, 0.09376647841896998, 0.09206829011076577]","[0.1242829653860876, 0.14667880976408382, 0.02517912920826808, 0.1182818875518106, 0.1085198352185516]","[0.026071384652286003, 0.1853452703745289, 0.08005954865101639, 0.10021694413529028, 0.10288255696755635]","[0.1290590547223129, 0.13949077432884788, 0.02784942477424271, 0.05793214215703869, 0.02860235726930477]","[0.5338495771585895, 0.22676302367601614, 0.24466880902368465, 0.07590063214531474, 0.10211809549807369]","[0.1168874920048186, 0.1550809030416976, 0.04175197155866924, 0.12102157855264385, 0.09000911678779017]","[0.03224572247258153, 0.11215627312727418, 0.07825763664294962, 0.08612559228059727, 0.12580992792549256]","[0.07825844635020453, 0.14354001312081038, 0.07176125971656461, 0.08418170538235521, 0.1188436281540285]","[0.034650343670339694, 0.22904110805865438, 0.04851084999016909, 0.19928630508508144, 0.08910455534244693]","[0.07733244995509099, 0.10093198407577328, 0.18008799686313598, 0.051880145354854135, 0.18498542753807073]","[0.40348012208106826, 0.1993960295933089, 0.042603425320669554, 0.051072163104702015, 0.06323778038287117]","[0.2744587831093232, 0.1226592298732434, 0.12507855020528927, 0.141055847434859, 0.12043013095016443]","[0.053350083504554696, 0.08508579547488285, 0.02956641467466201, 0.05840663493039373, 0.0772374271042734]"
XMR,"[0.5030500594936281, 0.4142009399628534, 0.7626269685036158, 0.6389277367936772, 0.4304163909455675]","[1.1774009072814966, 0.34050465580946554, 1.5495503342609167, 0.7919958752561784, 1.988929745847745]","[0.5960027558368847, 0.23979975103225054, 0.42172154899229414, 0.9495745089405973, 0.20891810107217992]","[0.5490860943743667, 0.2371678539370789, 0.7977074323650808, 0.6589039438415638, 0.31212901232471335]","[0.8345020890523678, 2.219756293329806, 0.7666052457045692, 0.5095885133617323, 1.492904551595683]","[0.216680219517823, 0.23841318435539532, 0.3276786097014004, 0.9531761719214431, 0.17026392545744434]","[0.1808148442819832, 0.4876841916432539, 0.2972069380275637, 0.48840496691824886, 0.465629603554641]","[1.5006283015500061, 1.8325482408610476, 0.6909095862319531, 0.9748658641421852, 0.8542127709172699]","[0.22228230559860312, 0.47116213956811115, 0.36101061698047976, 1.1102413905426034, 0.24821624610931764]","[0.6560610117844505, 0.36298486631668936, 0.5978002827081325, 1.6541467096684264, 0.4053094841927289]","[1.2487959260808144, 0.6165062910266633, 1.8666649084416482, 0.7943788492711994, 0.18847755144793527]","[3.1967985750128065, 2.2844909836891607, 0.39123805098153, 1.223598839177526, 0.935213758914632]","[0.13238732096752964, 0.20114171446326642, 0.5604484842242785, 0.7578323114899237, 0.22553750755867133]"
VET,"[7.219393984418195e-05, 5.42681560611942e-05, 9.92003753066324e-05, 0.0002458334605443352, 6.843179363389783e-05]","[9.7400425904465e-05, 0.00019019220379486144, 0.0002337153338875227, 0.0003775760588706677, 0.00011341681174632024]","[6.594179872713392e-05, 5.831242992134295e-05, 8.683945406726498e-05, 0.00015541941167819778, 0.0007300258679987414]","[0.00023983988166924582, 0.00013305229487154554, 0.00013070191321659514, 8.999629615767482e-05, 7.69200903271309e-05]","[0.00047176862473776213, 0.0004905050524694545, 0.000216400112971594, 0.00046542213659974123, 0.0004436829576014746]","[6.632351721397545e-05, 0.000196274668602826, 0.00013665008034420618, 0.00024413910174215947, 0.00011042589464907448]","[7.014514951128283e-05, 6.802556832930887e-05, 0.00014131892813357678, 0.0002488272359042795, 8.212374702923185e-05]","[6.873747323584574e-05, 5.329646526846109e-05, 0.00012886417881836866, 0.0002150852831821893, 0.00011921205133930983]","[6.951259060633145e-05, 8.823625353973786e-05, 0.00013789470753564314, 0.00021763021421687098, 5.281962299504458e-05]","[0.00024064051662702474, 8.867532293972681e-05, 0.000120031990949871, 8.674677294614613e-05, 0.0001941260902875832]","[0.00041427392314193756, 0.0004319058408206937, 0.00012402642611328854, 0.00024424410962659395, 0.00017815523598285673]","[0.0002556624551182782, 0.00012122170748861897, 0.000297843749856479, 0.000149456102582089, 0.00030470865649405584]","[0.0001210267177080079, 0.00010132684569092343, 6.134708109882951e-05, 9.693060255171235e-05, 0.00010998754371177385]"
ALGO,"[0.0025467111603648773, 0.003407190906214761, 0.0011706473495754815, 0.002616089955931251, 0.0019392952787693528]","[0.002748066870162725, 0.005312852216414358, 0.0012994532731563874, 0.00594956223104424, 0.002418473830204375]","[0.002259109337879986, 0.0025646788469064303, 0.0012206584541935364, 0.0036664705794801846, 0.0010563137703265627]","[0.001530198885828042, 0.0008304285271820392, 0.0005898850219089709, 0.001523118510251702, 0.00044439494508907604]","[0.0010713928423559376, 0.002134061275563375, 0.0020590961673282973, 0.006417508960417423, 0.0004223006192184869]","[0.000498655918591385, 0.0023307431777005888, 0.0014512915520307561, 0.0043770134891422735, 0.0014808746678939483]","[0.0023255290379734115, 0.0023548925284599823, 0.002219705712252633, 0.005583664239053665, 0.0012046449042329864]","[0.0025366729375602376, 0.0016941657639299068, 0.002257148660914325, 0.0031194762526317154, 0.001216365307954766]","[0.002956203738666893, 0.0025062817515231536, 0.0015830779625309436, 0.0029863966726160055, 0.001009566760022475]","[0.0007519852244419033, 0.0024677202482550295, 0.001873693376676811, 0.00414245808695835, 0.001518597043749549]","[0.0018842977042652753, 0.0009828156587700463, 0.0015663078274672341, 0.004015866932024446, 0.0009550069963940738]","[0.001889067013680332, 0.0014423770146871908, 0.0033766818086220425, 0.0025856891169684475, 0.000651928277956875]","[0.000548965039575743, 0.0010998182735180637, 0.0010480599676098844, 0.0024051983671661923, 0.0005763789829868829]"
EOS,"[0.01752240231039736, 0.0101179913336488, 0.010342999162425284, 0.03523673926169397, 0.0025027663855102236]","[0.023434306630093098, 0.006047294542321835, 0.0080820914807304, 0.04473703383210831, 0.005690797215821389]","[0.018153986201398624, 0.0032018755643484814, 0.005937652365223094, 0.016737129327498573, 0.002000392143284023]","[0.0057995653376019295, 0.0052205831879191126, 0.002288586218900128, 0.003989067348569835, 0.0026895912959628942]","[0.020559666760920886, 0.005198167547211654, 0.018562003702928126, 0.017046912304556284, 0.0031171240914937243]","[0.018765130893227122, 0.004433077491848145, 0.009909555876742894, 0.016118294009377327, 0.0021140116515884298]","[0.01684396193181485, 0.010730547092715866, 0.010169556490172791, 0.022231298393339708, 0.0055822765068043794]","[0.02046883724885184, 0.0030595906835480255, 0.005646463158065774, 0.020727342057921243, 0.005929313089822761]","[0.018555667343633273, 0.004703834732376792, 0.010055511434196309, 0.017089978596530015, 0.00317818303226992]","[0.03714899101383236, 0.00742026174835392, 0.014860074533181793, 0.012119850402807062, 0.0028156517725073664]","[0.03611226364820667, 0.005069278487224403, 0.016953143237744685, 0.011545511822228703, 0.011413104971155687]","[0.011146884969022842, 0.01121239577372533, 0.014598340181638728, 0.016159362135064977, 0.024334231861502943]","[0.006549871937854552, 0.003156412283817473, 0.0030744377749477025, 0.011208505303325372, 0.0027726332173581363]"
CHZ,"[0.0004611174132587242, 0.0016638169924905078, 0.0012403347019399368, 0.0016590540769712183, 0.0005721136488352935]","[0.0016999527939695366, 0.0015603002527261164, 0.0010494162460607682, 0.003058647367532229, 0.0003263782895577064]","[0.00038312068758531814, 0.0013011897470925702, 0.000891361736435319, 0.0022463811845668223, 0.00027077185336788845]","[0.0004671464171085115, 0.0019191577209205582, 0.0003091501147198804, 0.0008524509788519758, 0.00020549629372908524]","[0.0006520420219281932, 0.006200436232515023, 0.0006432019510109219, 0.002101278720935707, 0.00140848020762146]","[0.0005761480699483862, 0.0020205552497196758, 0.0016521597962830979, 0.0013023559834926387, 0.0002862613256250884]","[0.0013178033597460227, 0.0006348684153889797, 0.0008584691651826094, 0.0013958156504858099, 0.0002768715930999874]","[0.0013089044528195209, 0.0007741627162751614, 0.0020383896194396786, 0.0015554286284818139, 0.0005676025490831394]","[0.0014716740925415912, 0.0008179711948333527, 0.0006385562820542971, 0.0026382936302654495, 0.00022972074133333602]","[0.000598815511633935, 0.0018847031816464283, 0.0012852046808841885, 0.0008884057637970733, 0.0007102251419297907]","[0.005159832602140265, 0.004466169033713646, 0.0010623695111191115, 0.001034545072347742, 0.0012248167333931584]","[0.0010032945123043513, 0.0006166489544010915, 0.0038984866927294225, 0.0018142846727252145, 0.0006790863674813808]","[0.0005136015400542362, 0.0015262177595960415, 0.0005627614831288672, 0.0008445096261456826, 0.00022530260292042597]"
IOTA,"[0.001112253989401267, 0.001228238483457523, 0.0015705776098788318, 0.0029191557135419418, 0.0019259535889139157]","[0.0015677113100470582, 0.0010153715228393314, 0.002059526441531485, 0.004749629310280569, 0.002610228865170331]","[0.0013607608149051437, 0.0008888147514744202, 0.0012138532880119086, 0.0017303716006379208, 0.002288875751596217]","[0.0012060974304107775, 0.0010158618138220597, 0.0006973579190515293, 0.0011841398169559567, 0.0006334137471349517]","[0.003142168209131358, 0.0024732251335811526, 0.0026329666739957165, 0.0017050499253629444, 0.0028620576391025876]","[0.003461534060926449, 0.0006542978842314569, 0.0011231593675157226, 0.0025092727493851285, 0.0028022993288478637]","[0.0017879683531170545, 0.0006867513658311325, 0.0019708093366664617, 0.0015271839921059513, 0.002485922106967457]","[0.0016461322298198678, 0.0007358181101680178, 0.0017310186194206523, 0.0033896280806074907, 0.0024326209473067946]","[0.0015293642685688489, 0.0008896900860354456, 0.001667563195433167, 0.0017362098273609253, 0.002320426795360229]","[0.0018866998340184894, 0.0013470478928007304, 0.0013054556319532964, 0.0018947458381945437, 0.0007609092007650404]","[0.0006638224906115774, 0.0006593545601065002, 0.0018185389521773233, 0.0011256792049718469, 0.0021892233630704276]","[0.002531654555226333, 0.0015135108591092128, 0.002867646834360947, 0.0017692826352373508, 0.001393817295830496]","[0.000339722385587063, 0.0004835934435849274, 0.0008635561257162034, 0.0013377724208761459, 0.0011300295217106277]"
NEO,"[0.1182853472874834, 0.04665924449721233, 0.15278540934640755, 0.32243953744278386, 0.03425274659818085]","[0.25907113493522166, 0.1381712846004075, 0.22549954316558093, 0.35827513315283643, 0.0715504662611801]","[0.1399734641113413, 0.07114730814775556, 0.15503281203226962, 0.22727071309646008, 0.03425410146292468]","[0.046174177713763316, 0.03184476384228982, 0.08929206292543787, 0.11667628430164274, 0.08557561448372641]","[0.06719029244972828, 0.20220595996301907, 0.19512791688876663, 0.2619249511283881, 0.6946704987762109]","[0.15647391765268484, 0.07482170147595538, 0.07706376324866653, 0.2585249539669266, 0.033587275174769844]","[0.12316445625466815, 0.0437911922099763, 0.22374000708149222, 0.2386268539219315, 0.03381967972944539]","[0.13329677489736477, 0.18591215861731158, 0.3114355814558215, 0.4559615817738368, 0.05082676769952141]","[0.15036677089149425, 0.05750923895637392, 0.12073427518324159, 0.19571457757338787, 0.05092698195741176]","[0.10627067683821192, 0.20608756980351844, 0.33259851200577484, 0.08072033598376527, 0.07619206640806864]","[0.10559142007985498, 0.20980400418309747, 0.3261071675976899, 0.30628581437129554, 0.06730339874636529]","[0.14160216894852373, 0.06152829632318419, 0.0371572270401888, 0.1785112560909255, 0.08406429883189805]","[0.03031110758523169, 0.03307121750332693, 0.11105581785255263, 0.15314913652252504, 0.056011416405261805]"
