,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
LTC,"[15.620307802636109, 3.684988051700052, 6.189955074484349, 15.71257849108857, 4.312153708798122]","[3.892707246017958, 7.5835579911048265, 5.471392021111721, 23.967162252747585, 4.966431952670774]","[6.420587384450465, 5.307732433910506, 4.776795518807859, 16.7163801525327, 3.627847511771401]","[9.67294836329435, 8.36420162969154, 7.588453515712351, 6.932054754628023, 2.751615126680048]","[67.79293356883468, 83.44787437958094, 70.51225732010674, 103.07707656055855, 5.642229036174631]","[14.846564823018237, 3.8152626308613247, 6.389532783251123, 20.931674277321502, 7.081893336152421]","[8.05399394156319, 3.447362061521493, 18.09844253859194, 21.132729648147265, 4.417374237148245]","[12.509722347534195, 3.411725085229858, 9.507735126455103, 24.390581519572525, 5.249865607798802]","[4.388883256527636, 4.3237319813966915, 4.705008752208502, 35.44635626550894, 10.605958723771545]","[18.571974541835736, 8.960510145139237, 12.043991163693885, 21.640129005181155, 16.764090228002964]","[15.204238941098984, 8.901630007111434, 29.47959077597283, 20.22047570133569, 17.447769265921952]","[28.989671693689903, 5.414517570716988, 9.637475879806198, 8.511232270095613, 17.604265950987315]","[7.8139069142564574, 3.403264062642233, 4.200720981528281, 7.680450422674773, 2.0869850678425927]"
TRX,"[0.00926029895694982, 0.00170599493256845, 0.003799754474013245, 0.007115354999977617, 0.0036581678125648647]","[0.007730088137443254, 0.0058388299401666245, 0.0036596063337446484, 0.005980572517532706, 0.005418286722498106]","[0.006164760683082457, 0.003726086791256532, 0.00411772071762448, 0.004829940733682219, 0.004247303795943905]","[0.0023975527849787576, 0.002182687208290662, 0.0025450621837332173, 0.004890036116855573, 0.002382018458805839]","[0.028001899641944952, 0.021854836078744055, 0.003288997919116248, 0.004469356563077158, 0.3263563747980419]","[0.006564418754479855, 0.001045468590423837, 0.003391751415329237, 0.007492261609299016, 0.0011604351590775899]","[0.009227170259280918, 0.002046226778269458, 0.004537996156073314, 0.005714688500137534, 0.0023514018127332413]","[0.007871799647694609, 0.0014113324005541003, 0.0033969442818579526, 0.006943106204319155, 0.003749687918014036]","[0.006911962906186477, 0.0018539039397653773, 0.003530998291976425, 0.00685574692569082, 0.002790810986145232]","[0.005256328324782682, 0.007735094438031093, 0.010424412076645432, 0.006337960616761323, 0.03643635259002639]","[0.0044993397092359414, 0.004994567097682315, 0.003452721903188877, 0.013333314074829248, 0.0075252842264707295]","[0.008414567440515663, 0.007829536171164114, 0.00838350534055321, 0.011406427793442737, 0.0046741673037087655]","[0.0035794188380691375, 0.0019433520722317878, 0.0027314949468985297, 0.003532150327438782, 0.002428081092510478]"
ATOM,"[2.9367566254939392, 0.6085998945603429, 1.3303366586968777, 0.9139833921069379, 1.1557684664444692]","[1.9165962498058458, 1.5606245387349749, 3.5349855577379117, 2.233362432123809, 1.0594100900562533]","[2.1273411988959494, 0.9956171733546626, 2.3596129773545016, 0.8676288892719349, 1.0212322695316416]","[0.6565182348220803, 2.0296256545537474, 0.8354510841910292, 1.6864468612995276, 0.6196708840022784]","[3.509225194015225, 1.8257182198552018, 8.443884118691866, 23.764781810740246, 1.298624721913373]","[2.713808572657213, 0.6452868850428748, 1.784733215200023, 1.4109926264334156, 0.33874208390266747]","[2.6370730520499706, 0.6083546948825627, 2.1621584886829055, 0.9652501394783103, 0.5347439016494732]","[2.69943064652952, 0.5230377627262105, 2.12899047391743, 0.9748358120855269, 0.30569181427703046]","[2.6979508976469035, 0.9508926420487892, 1.6636296762797151, 0.6287993661176526, 0.5308805614378346]","[3.1205863148514954, 1.102531030021435, 3.297212456189925, 2.3275303371644136, 1.055100486985674]","[4.43172055174342, 0.6448416590147084, 3.417470121798485, 1.6586590539756703, 0.5389711228110683]","[1.0302406697873907, 0.7443766614977239, 0.8068438818686139, 1.5505096694572598, 2.044574003692115]","[1.3509105679548652, 0.7997337209850739, 0.9696702417058182, 0.9175950224651201, 0.4463445013068415]"
XMR,"[20.012523968845223, 14.839884232697747, 5.754481179521047, 6.904115219784219, 2.9411669543920484]","[26.22300204744286, 12.591087274246451, 5.3662351978489236, 8.66141955021808, 10.676511746662863]","[16.550553064102644, 15.826304787275772, 6.991236275051367, 8.817336843764833, 3.2297003545240313]","[7.055028866467514, 11.278610750269154, 8.068047077503083, 18.170090540122, 16.031083120779144]","[13.173103899026316, 27.418976971319854, 14.216887008287559, 59.96985344468852, 20.48845676374578]","[13.336064404013495, 15.06641384161157, 17.456512663903872, 5.582604608516943, 6.42316328301345]","[18.01460269150457, 14.016801158193159, 13.804305066148611, 5.368280835364761, 6.125152566674864]","[16.205008271303214, 15.23676314922667, 10.015884616678077, 9.930026754987082, 4.449599653186051]","[17.391689451179456, 17.14155418844367, 5.610028052848599, 5.085730739741859, 8.18846677233345]","[12.02437352428477, 9.44030341761387, 11.960342159157987, 10.657113633608809, 8.503749762691005]","[32.090846403389534, 21.122199019689045, 11.104903724193797, 27.461857731094273, 3.1340354149718617]","[27.61174697888651, 40.029496331269954, 16.272882099991286, 8.872455473483535, 4.17573839965692]","[10.589378763507138, 15.745993208281993, 4.910810082360193, 10.291215673942219, 3.0051874660262605]"
VET,"[0.004886911386931927, 0.0013113402610107645, 0.0026781882269710767, 0.0066518362319165384, 0.0022621076210656683]","[0.006594738246572767, 0.0013687681208787753, 0.004385599644273215, 0.010262869847951918, 0.0025012799616996586]","[0.004538529418148018, 0.003992657979958466, 0.0038064400232830156, 0.0048583755860386385, 0.0007318126895881821]","[0.003317938512279809, 0.0052538500859252366, 0.002043262853208979, 0.002343838954885899, 0.0026226274187251355]","[0.00389813950109961, 0.02151525442023091, 0.0020788425150931773, 0.010984552733641205, 0.009219278029379899]","[0.005717429078962357, 0.001321655802057691, 0.003653884821258782, 0.006797699365449164, 0.001413800913681878]","[0.004786830408161797, 0.0023271316035695052, 0.0027465993312240622, 0.008342798630870639, 0.0010604903904319562]","[0.004749713960919872, 0.0014941566243032536, 0.003722927903610302, 0.005896923040286523, 0.0007206339456949066]","[0.004849905238594627, 0.0008832789851877661, 0.002341004542730232, 0.0043590478349775546, 0.00264053329288776]","[0.004040369865628216, 0.002531917132417915, 0.002008154528001015, 0.0025430576430520396, 0.0052578972182756355]","[0.00623558759628247, 0.00567268359368745, 0.004951535185963823, 0.01422015325258891, 0.0034588644081212073]","[0.004897699174948299, 0.0013401821230052504, 0.004877830812844841, 0.0029716998254977513, 0.00827656692493431]","[0.002786491182960977, 0.0015631055154468995, 0.003131241530306428, 0.002087305589337414, 0.0010743476750802248]"
ALGO,"[0.054371408364061714, 0.0344986935288151, 0.016403893634030484, 0.028942389168317758, 0.01649579374391549]","[0.050867295627152566, 0.027179274061533615, 0.019268283203882644, 0.04881129384227281, 0.011703087213703561]","[0.06048134722625174, 0.030186614032485418, 0.01528818243841484, 0.03530283123719966, 0.016138735133557854]","[0.010864208819055653, 0.012822084885570156, 0.016771992036387864, 0.015983331228422517, 0.03849260602529419]","[0.10582739044461652, 0.015213113878953558, 0.07724722943900629, 0.048924592996108934, 0.09806830516051818]","[0.0442111597606665, 0.011298321207068487, 0.02657752011801346, 0.043761025363929534, 0.024350319489498857]","[0.08556839093479883, 0.029626622313329975, 0.02953317356023329, 0.04302768400725563, 0.025500986876859408]","[0.0614049086324001, 0.02858571634904851, 0.04616746623053946, 0.026393536737977192, 0.020026014559160765]","[0.05969412827609908, 0.03956136803068749, 0.016488657068672245, 0.05400026971387465, 0.015556954756979319]","[0.09366079272413842, 0.04543078676665414, 0.03419042727993236, 0.08576063922757513, 0.033936598688198226]","[0.007932152889953125, 0.009668939058002141, 0.026595831204113095, 0.03093178157879877, 0.024629340232118307]","[0.037438099862458205, 0.013621418938466372, 0.025204458205610365, 0.0209384677894718, 0.036365160132715485]","[0.03276577858433167, 0.011877118398134023, 0.01683031539018191, 0.016604639612406095, 0.013140169652101765]"
EOS,"[0.14542996216113638, 0.03244584777778686, 0.1157143786196169, 0.46204052101213156, 0.06822530039319759]","[0.23881373993782276, 0.039827827600070094, 0.21284990300521073, 0.19640411534055832, 0.07648343679236981]","[0.14770690469039663, 0.030009984106932657, 0.12927453503056963, 0.24316595885736125, 0.034621547704869776]","[0.08081648343702894, 0.056461303623288384, 0.06425915429672388, 0.10803118348116816, 0.04409459803819418]","[0.12052872562145783, 0.05252337950527525, 0.09350704084766091, 0.40558090183056256, 0.18004334352309584]","[0.14980319479097354, 0.03653970989113338, 0.07810429570548055, 0.19435415911748666, 0.06566521989392876]","[0.1637566549131635, 0.05565632552679965, 0.07941443227141072, 0.3836257263691995, 0.035639826070878046]","[0.2428782934722777, 0.06805941807013043, 0.32937459705773325, 0.8459006056031675, 0.3135378685208026]","[0.18376645170389735, 0.05338560028622427, 0.11419664798705774, 0.09095763004481812, 0.021152181191498073]","[0.17873921371737142, 0.1557446588969751, 0.06755016923121439, 0.10379257224001961, 0.23924499450815565]","[0.3213771481636847, 0.10696568485645955, 0.156249559728173, 0.45453566236404586, 0.11053872757182844]","[0.1313601519735374, 0.04987094919636892, 0.16185775798389895, 0.3723226298987765, 0.4082642675718713]","[0.10447394939218266, 0.04488259277143724, 0.11452178365813591, 0.16935204752439645, 0.04953249671834587]"
CHZ,"[0.031392470904161, 0.014439403683003981, 0.006080263521712923, 0.022831549792042622, 0.01152452635693677]","[0.03964535711184799, 0.013707030334457313, 0.005888298716340414, 0.027943948144225583, 0.02123107894994178]","[0.03910869035219508, 0.017041547402429327, 0.010465919896282878, 0.01163326913779059, 0.006898619119319264]","[0.013523258404845046, 0.012360946847813274, 0.010166500032504562, 0.01121583999518242, 0.0037320947967982793]","[0.09459093403747956, 0.9950307649519575, 0.06733048820661948, 0.027507533936951805, 0.06206781845860129]","[0.016169075239501146, 0.016122608348795444, 0.009493291505519858, 0.018303369803226718, 0.009455856038529465]","[0.043591526689860084, 0.012758338749967322, 0.005851109595628078, 0.020307820996401924, 0.007364628054085271]","[0.04014637945444518, 0.014925244272341064, 0.00837387961032388, 0.024888628366072443, 0.011336351583561652]","[0.035300449654242734, 0.018446228006655147, 0.007943608250237167, 0.01795826919502301, 0.009660221278248842]","[0.05300918681399423, 0.02413788137999004, 0.012879645651486952, 0.03216381623747171, 0.015563096631660422]","[0.0370708547880583, 0.0198910489859806, 0.005960114845593532, 0.01825187107725014, 0.006394663037595339]","[0.05511384683439664, 0.01771454982678853, 0.014588160943406045, 0.022519407475421947, 0.02772034019574067]","[0.027129753048900973, 0.007430484213343942, 0.004930451406417739, 0.0074618122676733765, 0.008649614043862058]"
IOTA,"[0.04164623596197348, 0.0186548746770939, 0.01466154567604926, 0.022022232508540174, 0.017196596956762164]","[0.05633423531172559, 0.021451650085374557, 0.01803325714267344, 0.024003839506781335, 0.016727616531245867]","[0.04022440473141086, 0.015658221697832913, 0.014143228014526455, 0.022334682525006182, 0.013993886592494257]","[0.01777935263810277, 0.029709685696150106, 0.010039598829237007, 0.023683319508982132, 0.017833927813114655]","[0.08512684068511762, 0.020935904295971385, 0.09877007544641248, 0.3026417537628744, 0.09069205674234557]","[0.07619318095094882, 0.03097655141189428, 0.02295972978843563, 0.0760052093549151, 0.017607600477084467]","[0.06533006733087442, 0.013070083402648437, 0.01635432965333981, 0.027242389873596295, 0.031403616881518076]","[0.03979021001336851, 0.018498595991840977, 0.013297574601778139, 0.0506215759002711, 0.018361600061930418]","[0.038926724057433824, 0.011143120245509727, 0.012723037357654515, 0.016953441437132656, 0.02572818396102345]","[0.025079187111026077, 0.02946284061209032, 0.04193157306460989, 0.018888682217059666, 0.02674949143254669]","[0.06461549974806112, 0.024405120881159027, 0.010924056956163013, 0.07415737925374495, 0.011142065111949482]","[0.03389133870403543, 0.025952062800526372, 0.03546573479968607, 0.011638787250044153, 0.032290621872378814]","[0.02567359170405463, 0.010400315432646664, 0.015692549587051245, 0.014420212586195523, 0.014795254985227008]"
NEO,"[1.3291471790964628, 0.5414052781632496, 2.1096925081969427, 1.601979138821775, 1.3428050630076878]","[1.344745569174675, 0.29012429982492216, 1.5107042531481472, 3.566175172202039, 1.479539798883993]","[1.579357360910692, 0.5312170374003657, 2.527652989595952, 2.603539474559071, 2.1105639056864116]","[0.7385814585064223, 0.47584016509954125, 1.5241169485845634, 1.3846675666330306, 0.7003276796681179]","[3.9049257420537318, 3.876705505832179, 7.892843312639829, 15.239591522452145, 8.113943809880858]","[1.0204808991631817, 0.40091895390112847, 1.9737962056481502, 2.9043571043627527, 0.8015213586800162]","[1.5588295299394779, 0.6765381843473113, 2.7637010928564583, 1.8715103467620111, 1.5799710201773738]","[1.200076146728612, 1.032421712625803, 3.923993973919119, 2.152830678050815, 0.8506957930954765]","[1.7248412881363837, 0.6822822572805223, 3.8052934015006654, 1.558895588730128, 1.5952162644149768]","[0.8205616512202965, 1.0853968388304123, 2.9959942185306105, 2.854406530621677, 2.5373552434636517]","[2.024610348128161, 0.2417669780801696, 6.08887791183046, 1.4284057181876644, 4.73673705946195]","[1.7387258866880628, 1.1724688659463538, 3.4012752999631766, 4.005352529082633, 4.993523416257889]","[0.9308838741309162, 0.2409280992009539, 1.8252795522793668, 1.3304281213392046, 1.0160386428507717]"
XTZ,"[0.26943051228137194, 0.04644243274118802, 0.07875928750208976, 0.11912158888379487, 0.03960035621638136]","[0.31695101560842925, 0.06151855396359373, 0.08150870554150527, 0.06611229470913037, 0.03997343206291781]","[0.26695293034124906, 0.15091222015082423, 0.08355251332688388, 0.0904478644852281, 0.13790320805673834]","[0.16504329360235448, 0.41196696695615137, 0.125887988164882, 0.17998459384396204, 0.023367319689606657]","[6.6427537782411346, 0.8456399918770374, 1.00754873816211, 0.1329762186845906, 27.166288227616878]","[0.2876863813773293, 0.047413722782289766, 0.07397333257087266, 0.12702505969301775, 0.06369265765881214]","[0.2736656171185596, 0.044704953794092755, 0.08208072349276781, 0.12696413761374167, 0.043179458732633895]","[0.2800562378116205, 0.05237280205013455, 0.11728351706894212, 0.22444377965866177, 0.030607795003683158]","[0.17352276565798955, 0.06496933495076673, 0.07409570875082613, 0.09055488158529316, 0.04781529390954614]","[0.29144115232651946, 0.12336011409053546, 0.11684657450099811, 0.11918335944779677, 0.3626499861856308]","[0.2483650100195863, 0.09123000652551107, 0.08490264840508015, 0.1304973427793318, 0.37343228923731536]","[0.19834771952788538, 0.1320945719388159, 0.2280039088161218, 0.1297805692638934, 0.3182573050990432]","[0.16271888133701218, 0.1515694900431158, 0.09403654258754171, 0.07764150692580772, 0.027122463354557817]"
