,RandomForest,XGB,LightGBM,Prophet,NBEATS,RNN,LSTM,GRU,TCN,TFT,NHiTS,ARIMA,TBATS
BTC,"[198.6876758631707, 705.9220658106656, 732.0656685839957, 688.6669560255486, 299.7618958860691]","[253.2336520265296, 482.5851693419523, 1376.5803937361295, 1024.8336274710664, 211.6997948138104]","[181.1773254662214, 775.42421225366, 491.7286471338299, 622.7028479863543, 357.3654173395693]","[141.83251869422165, 448.7104933517284, 977.7216392662593, 256.56527516787224, 351.84823080881296]","[209.22676909491838, 2114.91655814408, 340.9255822032373, 793.6731054224542, 6088.374850953102]","[170.14207605071246, 1074.173860477157, 332.0342398861712, 587.0401785374409, 375.75862556324796]","[264.9358252248748, 1118.724962237742, 132.36599170435764, 1169.7463930820602, 482.6471502176558]","[148.24577828868522, 1000.4875671273919, 424.62560643807507, 567.8597509433313, 488.6614225509084]","[240.01266606894433, 538.5980536997799, 1143.7673623030473, 650.1034444372019, 331.8720719541011]","[331.6334133489043, 825.7167245547757, 719.9475221927562, 495.20252289797065, 721.2047710853024]","[606.6207146869981, 774.9463921775941, 671.5296158861136, 1432.570026513932, 486.06322872220306]","[396.69707694078784, 285.911014827009, 640.0952205801468, 529.6649780169806, 208.42684129409207]","[140.85865734468985, 442.0408715559255, 642.0641886524625, 297.89432869215574, 276.8489390581183]"
ETH,"[15.441644103254157, 39.60815275780969, 44.60231480390169, 49.07948259776116, 67.85145283254322]","[15.784648897493822, 47.128627313188986, 79.1881874509928, 29.725015240763017, 58.66682843818325]","[15.045386074809986, 36.03889107074295, 44.70959860400511, 57.961747334290855, 62.526691008218954]","[14.640719871739334, 20.020906164254022, 49.74537624114584, 43.60408301051634, 48.10978183537139]","[63.8905987850345, 84.62431798845289, 67.72944980374152, 65.15455287947108, 30.018500755316666]","[104.84246778695275, 37.89722688720752, 98.03308862023248, 51.35029076394706, 46.38863341467722]","[28.739154711103065, 40.45450303975166, 49.400310837017656, 57.85568763531885, 51.18313715931811]","[16.7356950397641, 73.02839273109046, 87.23103584440607, 42.401508086907995, 34.956884317611745]","[32.144281430763236, 36.22563368426805, 31.816427973651514, 61.45745468891927, 37.964808974307466]","[22.202874502109974, 21.48502265999177, 45.22118988759188, 55.14658881982296, 30.867263389300955]","[18.916049217941104, 28.49887791668702, 48.05441727647507, 85.47262681600849, 53.18213611840561]","[34.11224899912151, 58.733820124573064, 53.754768180266765, 25.932705682003462, 55.612152639463496]","[16.2210399325858, 23.026400147611668, 39.80406390516617, 41.28668928490963, 41.41428227128651]"
BNB,"[1.3704130710051887, 4.73331601852224, 13.570439671694723, 2.4453309223612143, 4.263401614206019]","[1.9861656326556272, 6.4261237684113475, 42.77760699240999, 1.7643974686103716, 5.637514891191733]","[1.75596629895859, 5.044879119748479, 9.234705211271502, 1.804077630553193, 5.110634833145482]","[0.9547766320157761, 3.318001811953603, 11.90969623928215, 2.2847761033069354, 3.794071411929582]","[2.3821755363285293, 7.111401341256335, 13.016656644109606, 4.033989919059357, 4.649820171623414]","[1.71988786719447, 5.953882489855607, 7.57482598635419, 1.6435761992972806, 4.862715394476192]","[1.2515310960299562, 6.192448831166617, 11.986939392520213, 3.26320878212828, 4.989242687016386]","[2.313354693833013, 8.081326135138815, 10.659411366710241, 3.281347026899218, 3.848357501024532]","[1.8206991285471803, 7.32078593962231, 11.46683058725703, 1.656836205684602, 4.012618511900164]","[7.712999562498148, 5.116343478630781, 9.126210138434702, 5.07599605632361, 2.702375021121969]","[1.2077264203076876, 4.811703967153563, 15.881999102071045, 2.5528148897042997, 4.349821329362797]","[3.8986734608306466, 1.703448557591927, 6.540068385021885, 4.486409382017855, 5.810322411841416]","[1.2673865099699542, 2.831380404906297, 9.343116622377776, 1.2938960380489481, 3.135339675800299]"
XRP,"[0.004124502006372393, 0.005341737047684463, 0.016056132548714196, 0.0034599759746925737, 0.01486105275890222]","[0.004798889244756379, 0.010532122545468542, 0.020743803811558003, 0.004023322223326731, 0.01188188476540879]","[0.0032648171636897945, 0.010530031881987673, 0.01592157035001465, 0.0031732578856812754, 0.009522193522780881]","[0.0033155338838620064, 0.0024240042692357743, 0.011010999087692718, 0.0018321975991408051, 0.0073915975536530155]","[0.02372223424522663, 0.027981875015365334, 0.01543757990522899, 0.024353477325895243, 0.05055224269456622]","[0.004467845317337147, 0.0067550043104413, 0.01420648045885225, 0.004210467136441743, 0.010416828553417827]","[0.003936429621901758, 0.011857840496989675, 0.017691363102301256, 0.003815807002542416, 0.009794236536620673]","[0.005281727844718515, 0.008585896394500876, 0.01549757047419985, 0.00787728134267831, 0.0450225057272708]","[0.002919120615422318, 0.005406758271837715, 0.01185089353651919, 0.005818298248744237, 0.014389309073816615]","[0.005837689073467266, 0.004822932229590007, 0.010786800484132698, 0.008669416281022755, 0.017535676597050194]","[0.005354434480271834, 0.009804974946280534, 0.026091183530680816, 0.0026664264962259557, 0.01957293732031366]","[0.0049478624861374635, 0.014475390303726781, 0.015338595086665172, 0.017379956102440593, 0.020351468053531243]","[0.0035882419545908285, 0.00659961419528913, 0.016584617400310912, 0.004536683241158713, 0.008188993157673836]"
ADA,"[0.005999682719990139, 0.006649691801340979, 0.016285499806794865, 0.005528000344173767, 0.007094287622826106]","[0.0037491683086391353, 0.006313415256727537, 0.02777674081035846, 0.01325114994454103, 0.011530788586498227]","[0.0028973671879304994, 0.00465643647298966, 0.011856820006345513, 0.0034812552394485365, 0.00670822525314362]","[0.0032160531219512715, 0.004114612771515278, 0.013328737030081745, 0.0032053494251607037, 0.009857614369580627]","[0.004763183680926775, 0.008026441562658509, 0.0069766768389903306, 0.010753172717454388, 0.034511327787350624]","[0.00405660150513403, 0.004488987489588217, 0.009049848951328803, 0.004725256428440782, 0.00875866381812703]","[0.00311356244312463, 0.005921604127625531, 0.014971735547967876, 0.005304971479640726, 0.009839971854649292]","[0.003063937891137746, 0.006238482773223018, 0.011953366329250686, 0.004384887311401969, 0.01276613034165439]","[0.004131956183024653, 0.004039629383818206, 0.018245201296056134, 0.011152460026729243, 0.017749122996171048]","[0.010822561386949748, 0.008901729630559246, 0.010981411244686271, 0.007470295359141858, 0.016962901980945605]","[0.004390732636981305, 0.01051707500698119, 0.015328801861365579, 0.0045917091696748855, 0.005624532712616704]","[0.016858741493330692, 0.008826727966037085, 0.013412714858473743, 0.016973429896338856, 0.014232387888579317]","[0.001822491207435446, 0.004939418083960571, 0.011655355559899066, 0.0034597387319957877, 0.006397617501016764]"
DOGE,"[0.0014197460464573394, 0.0016578602762125148, 0.0019523022956677355, 0.002565577301739035, 0.002092067672517175]","[0.002760641409928856, 0.0023360320186002503, 0.0018601732806657599, 0.0038964401174096455, 0.0025331175334310386]","[0.002014593527503053, 0.0022603007835053177, 0.0021428677237802923, 0.0025123810876285864, 0.0020502632113906147]","[0.0005805961142347572, 0.001900040545573902, 0.0018075257704322754, 0.0020357151702512983, 0.0021754222819759163]","[0.0027966705442408566, 0.014230117503320965, 0.004564226528156993, 0.0052993509473880825, 0.0102499790285608]","[0.0033735022645989365, 0.0037419463669644674, 0.001440653223432822, 0.0027012919737983343, 0.0019477182987011515]","[0.007877831090974329, 0.005673069576728343, 0.0015201092538949092, 0.0016556829403844501, 0.0023285468279440093]","[0.0024136319575478182, 0.002338475450416504, 0.0021980384659070046, 0.002763844426231861, 0.002133437574183904]","[0.0029443586412162956, 0.0009860293736815968, 0.00218041815075422, 0.0033228669566583904, 0.0026365778786356406]","[0.001581274664445431, 0.006365490013939697, 0.00242780826750795, 0.0022178362473644054, 0.00284506748076207]","[0.0010886387434528816, 0.004102303059406439, 0.0014343167917299465, 0.0032669902069599427, 0.003783557415538148]","[0.0018517633101959338, 0.0015481606562111748, 0.002056711286647271, 0.0027058394828812808, 0.0017462461369206644]","[0.00141688079461291, 0.0007582667776723289, 0.002144972783615918, 0.0022004691010746504, 0.00161765197377648]"
MATIC,"[0.008555431561865818, 0.01546702607701829, 0.025406176532870296, 0.014255985470672198, 0.029573465634037132]","[0.03169631471448933, 0.012728194506310608, 0.022175794124509245, 0.022371889517584037, 0.039714096878813464]","[0.011476013639937659, 0.015127545090464408, 0.027064779363551495, 0.017354321105326052, 0.033461840274119685]","[0.0147410729616532, 0.008485049552817746, 0.027950814445899065, 0.013381286128808059, 0.022060871418700112]","[0.0535747855010298, 0.014069309824927453, 0.06702524234495694, 0.028035794399826876, 0.07851250721897207]","[0.01168337087161713, 0.017968679895359496, 0.023812140010748627, 0.01799854872827598, 0.03530883241204176]","[0.027975350644552126, 0.018285529482162163, 0.03274699027255598, 0.0426184379359518, 0.06334368504929909]","[0.014791013516010277, 0.02253668201777796, 0.021387238227985255, 0.03045330027241285, 0.027123488691597118]","[0.010389374943613656, 0.013173754998978058, 0.03265927169360235, 0.018323990402965878, 0.05840290154577267]","[0.008567677681664936, 0.03748011958419952, 0.014731350808706132, 0.07278596666356764, 0.02393235563069862]","[0.014661415115076657, 0.01209469009979193, 0.024640115626755325, 0.021986352657620077, 0.05880453760196418]","[0.021496661817701258, 0.032108923448913716, 0.030046640967056754, 0.011924060552981553, 0.02240975717178792]","[0.010973454326668436, 0.011719617044245236, 0.0249316700674127, 0.014480567336930551, 0.024275742089286838]"
LINK,"[0.09370151376861639, 0.11967467994763681, 0.21015561096802834, 0.09804213928490442, 0.2091819440514042]","[0.07122776557939409, 0.13933748831199358, 0.4423868858931082, 0.3400100184053161, 0.15168134245280934]","[0.7740488815091773, 0.1021978473621686, 0.15550770019694785, 0.5997408873806883, 0.25328625256320103]","[0.09215879267080716, 0.039717204680853956, 0.15668006330547063, 0.0978542492107948, 0.14598947423497985]","[0.2716518860704802, 0.26823783303821924, 0.3309015497251482, 0.1698951519461457, 0.9220402214426863]","[0.06705437250575207, 0.11772461413828508, 0.16549200684040236, 0.09704392413315086, 0.24625015145277915]","[0.06809300323781561, 0.14195288154506647, 0.1590586175051368, 0.11251311125452426, 0.34476001311613685]","[0.06829941764461334, 0.16416776908222022, 0.12761120247248117, 0.094956211603614, 0.2279178074592588]","[0.07730319217873363, 0.08400496143634004, 0.32439891833087764, 0.09281411819141086, 0.22718205338833744]","[0.17757939600646558, 0.061062244176133554, 0.24053690295452035, 0.12584031487214772, 0.38330373749454544]","[0.1284513861519853, 0.33395875527926455, 0.3445437340195609, 0.154382900253742, 0.2391922313364121]","[0.22460745246539324, 0.13026641031192288, 0.17367874985568424, 0.11623637586359775, 0.2768539042960356]","[0.056026041930546125, 0.062351081442314306, 0.14683612141691657, 0.09604582749094832, 0.16296170938143398]"
ETC,"[0.13535105516892362, 0.2800455735388578, 0.9698433275374088, 0.34146239371311254, 0.4043953120267218]","[0.16989721285859238, 0.32628584579720465, 1.175627518035141, 0.4055759225445088, 0.24146318144850773]","[0.13296684527796154, 0.2767891417575739, 0.33606615996783124, 0.45923815208866975, 0.4157362058437141]","[0.1747030523203393, 0.16548503638806572, 0.352998436950214, 0.3625329502534923, 0.518051902007928]","[1.5324217146372654, 0.69031282127409, 0.4109017095332934, 0.7871521518814603, 0.6318727451748873]","[0.540242800407244, 0.31212969046800815, 0.34178525203638394, 0.257920444310391, 0.32906659153321927]","[0.13206622322846473, 0.33533998464065773, 0.3449672820684847, 0.522655670469615, 0.4398413178118646]","[0.1472049452367399, 0.4217072543480682, 0.3139955010993019, 1.115501990295317, 0.41334458263368673]","[0.13600216172510238, 0.27732529980963366, 0.32422952903330243, 0.8184273256164222, 0.35103414497158475]","[0.3620368775993444, 0.2186240905081691, 0.5356833289387867, 0.4866778875276929, 0.5912392096401651]","[0.20963381453223962, 0.3844538591397591, 0.8906102351608257, 1.7083927564515204, 0.4251976723907079]","[0.47599410607377785, 0.5336052446172626, 0.6958883400105907, 0.5424756381103495, 1.6418931931919858]","[0.12236506645192612, 0.20888107875267156, 0.39132574545836835, 0.38890533273750494, 0.4124769402738439]"
XLM,"[0.0007852484478898841, 0.0013815061162786209, 0.002273053532662463, 0.0008685213193221502, 0.002235597072105981]","[0.0023520102309574423, 0.0017495124899529189, 0.0023165462860838073, 0.0011887785394679427, 0.0016418771768389427]","[0.0007486545137568128, 0.0012110670161532278, 0.0020006222428674697, 0.005730705223685861, 0.0016148797218132767]","[0.0006995390266342709, 0.0009636559866942419, 0.0024638581511766426, 0.0008940891771970062, 0.0011132463060632262]","[0.001113817396321328, 0.005159764331560382, 0.002383664873148078, 0.001854609265827779, 0.000786489433910899]","[0.0006656121501770765, 0.0011693846347186206, 0.0013835216631082699, 0.0006304763015660939, 0.002079036512105737]","[0.0008870795258730785, 0.0012834619450271167, 0.0014707205055746798, 0.0005959131276731744, 0.0019172886116160237]","[0.0011739940472399897, 0.001333594461310206, 0.001907936969200638, 0.0006380051805513624, 0.002315016031852519]","[0.0018584504393426896, 0.0018172789452023134, 0.001803094153272759, 0.002102634815207205, 0.003053199130092295]","[0.0010404968177297345, 0.0013111050971904134, 0.002910166626021576, 0.001677633063168575, 0.0011620110321357668]","[0.0008288128156052606, 0.0014252512752756861, 0.0020362629027401297, 0.0007983361250380211, 0.002377455675102414]","[0.004140574959710013, 0.002131591716906399, 0.0015619595318566869, 0.0028235935902847825, 0.0013201693628891432]","[0.0006890545540631442, 0.0011702606495614832, 0.002082783706799462, 0.0008734050726192951, 0.0013952744522215386]"
