rmse,mae,time_this_iter_s,done,training_iteration,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/hidden_dim,config/n_rnn_layers,config/training_length,config/input_chunk_length,config/n_epochs,config/batch_size,config/dropout,config/output_chunk_length,config/model_name,config/pl_trainer_kwargs/enable_progress_bar,config/pl_trainer_kwargs/accelerator
0.0005917073304602283,0.0005024370128072823,15.761070728302002,True,1,2023-06-26_17-56-23,1687794983,15.761070728302002,1548026,cs02.science.uu.nl,131.211.30.52,15.761070728302002,1,"1_batch_size=16,dropout=0.2072,hidden_dim=25,input_chunk_length=1,n_epochs=75,n_rnn_layers=1,training_length=50",25,1,50,1,75,16,0.20724550121028348,1,RNN,False,auto
0.0020816103252361633,0.00199760257877148,11.822291135787964,True,1,2023-06-26_17-57-26,1687795046,11.822291135787964,1548224,cs02.science.uu.nl,131.211.30.52,11.822291135787964,1,"2_batch_size=64,dropout=0.2641,hidden_dim=25,input_chunk_length=3,n_epochs=50,n_rnn_layers=1,training_length=75",25,1,75,3,50,64,0.264101457412193,1,RNN,False,auto
0.055442646084219865,0.055439761062144634,12.000122308731079,True,1,2023-06-26_17-58-32,1687795112,12.000122308731079,1548457,cs02.science.uu.nl,131.211.30.52,12.000122308731079,1,"3_batch_size=256,dropout=0.4493,hidden_dim=25,input_chunk_length=1,n_epochs=50,n_rnn_layers=2,training_length=75",25,2,75,1,50,256,0.4492945804322519,1,RNN,False,auto
0.024443457709724045,0.024436704587273043,11.877516508102417,True,1,2023-06-26_17-58-32,1687795112,11.877516508102417,1548460,cs02.science.uu.nl,131.211.30.52,11.877516508102417,1,"4_batch_size=128,dropout=0.0805,hidden_dim=25,input_chunk_length=6,n_epochs=25,n_rnn_layers=4,training_length=25",25,4,25,6,25,128,0.08050741106126265,1,RNN,False,auto
0.000907550388873892,0.0007630917803386162,13.57262921333313,True,1,2023-06-26_17-58-34,1687795114,13.57262921333313,1548463,cs02.science.uu.nl,131.211.30.52,13.57262921333313,1,"5_batch_size=32,dropout=0.4929,hidden_dim=25,input_chunk_length=12,n_epochs=50,n_rnn_layers=3,training_length=50",25,3,50,12,50,32,0.49292720311373184,1,RNN,False,auto
0.0005822524668836869,0.0004945562701942067,13.649051904678345,True,1,2023-06-26_17-58-34,1687795114,13.649051904678345,1548465,cs02.science.uu.nl,131.211.30.52,13.649051904678345,1,"6_batch_size=16,dropout=0.4139,hidden_dim=25,input_chunk_length=12,n_epochs=50,n_rnn_layers=1,training_length=75",25,1,75,12,50,16,0.4138875162119732,1,RNN,False,auto
0.015008874525039744,0.014997976420720038,11.328769445419312,True,1,2023-06-26_17-59-39,1687795179,11.328769445419312,1549154,cs02.science.uu.nl,131.211.30.52,11.328769445419312,1,"7_batch_size=256,dropout=0.4244,hidden_dim=25,input_chunk_length=24,n_epochs=25,n_rnn_layers=2,training_length=25",25,2,25,24,25,256,0.42435552007103094,1,RNN,False,auto
0.001426537639739086,0.001306798415610779,13.721377611160278,True,1,2023-06-26_18-00-48,1687795248,13.721377611160278,1549493,cs02.science.uu.nl,131.211.30.52,13.721377611160278,1,"8_batch_size=64,dropout=0.4887,hidden_dim=25,input_chunk_length=6,n_epochs=100,n_rnn_layers=1,training_length=50",25,1,50,6,100,64,0.4887042103239597,1,RNN,False,auto
0.001714034673703231,0.0016148081082680641,12.515350103378296,True,1,2023-06-26_18-00-47,1687795247,12.515350103378296,1549495,cs02.science.uu.nl,131.211.30.52,12.515350103378296,1,"9_batch_size=64,dropout=0.2140,hidden_dim=25,input_chunk_length=12,n_epochs=25,n_rnn_layers=4,training_length=75",25,4,75,12,25,64,0.21401283128189505,1,RNN,False,auto
0.0005779862110664704,0.0004900228350505866,15.609603643417358,True,1,2023-06-26_18-00-50,1687795250,15.609603643417358,1549497,cs02.science.uu.nl,131.211.30.52,15.609603643417358,1,"10_batch_size=16,dropout=0.0423,hidden_dim=25,input_chunk_length=12,n_epochs=50,n_rnn_layers=3,training_length=50",25,3,50,12,50,16,0.0423018958242175,1,RNN,False,auto
0.0008048264307388714,0.0006593341578560121,15.269028663635254,True,1,2023-06-26_18-00-49,1687795249,15.269028663635254,1549499,cs02.science.uu.nl,131.211.30.52,15.269028663635254,1,"11_batch_size=16,dropout=0.1728,hidden_dim=25,input_chunk_length=6,n_epochs=75,n_rnn_layers=1,training_length=75",25,1,75,6,75,16,0.1727979655693886,1,RNN,False,auto
0.003183708703707436,0.0031316321102471158,12.609381437301636,True,1,2023-06-26_18-01-55,1687795315,12.609381437301636,1550195,cs02.science.uu.nl,131.211.30.52,12.609381437301636,1,"12_batch_size=16,dropout=0.0992,hidden_dim=25,input_chunk_length=3,n_epochs=25,n_rnn_layers=4,training_length=50",25,4,50,3,25,16,0.09915256931017785,1,RNN,False,auto
0.04659766004494756,0.04659417246717501,12.166946172714233,True,1,2023-06-26_18-03-00,1687795380,12.166946172714233,1550530,cs02.science.uu.nl,131.211.30.52,12.166946172714233,1,"13_batch_size=256,dropout=0.3191,hidden_dim=25,input_chunk_length=1,n_epochs=50,n_rnn_layers=2,training_length=50",25,2,50,1,50,256,0.31911471635562677,1,RNN,False,auto
0.0006225252504333667,0.0005208364040393644,14.340141296386719,True,1,2023-06-26_18-03-03,1687795383,14.340141296386719,1550536,cs02.science.uu.nl,131.211.30.52,14.340141296386719,1,"14_batch_size=32,dropout=0.3936,hidden_dim=25,input_chunk_length=1,n_epochs=75,n_rnn_layers=2,training_length=25",25,2,25,1,75,32,0.3936128096791156,1,RNN,False,auto
0.0014184101164158864,0.001297464901196869,16.08293843269348,True,1,2023-06-26_18-03-04,1687795384,16.08293843269348,1550538,cs02.science.uu.nl,131.211.30.52,16.08293843269348,1,"15_batch_size=32,dropout=0.5000,hidden_dim=25,input_chunk_length=1,n_epochs=100,n_rnn_layers=4,training_length=25",25,4,25,1,100,32,0.5,1,RNN,False,auto
0.0005749380695038349,0.0004868231781655845,15.744951486587524,True,1,2023-06-26_18-03-04,1687795384,15.744951486587524,1550540,cs02.science.uu.nl,131.211.30.52,15.744951486587524,1,"16_batch_size=32,dropout=0.5000,hidden_dim=25,input_chunk_length=1,n_epochs=100,n_rnn_layers=4,training_length=25",25,4,25,1,100,32,0.5,1,RNN,False,auto
0.0024620093171495512,0.0023944019928979145,15.200493097305298,True,1,2023-06-26_18-04-11,1687795451,15.200493097305298,1551255,cs02.science.uu.nl,131.211.30.52,15.200493097305298,1,"17_batch_size=32,dropout=0.5000,hidden_dim=25,input_chunk_length=1,n_epochs=100,n_rnn_layers=4,training_length=25",25,4,25,1,100,32,0.5,1,RNN,False,auto
0.0006168666196165439,0.0005110050598630965,17.20358943939209,True,1,2023-06-26_18-05-21,1687795521,17.20358943939209,1551592,cs02.science.uu.nl,131.211.30.52,17.20358943939209,1,"18_batch_size=32,dropout=0.0100,hidden_dim=25,input_chunk_length=1,n_epochs=100,n_rnn_layers=1,training_length=75",25,1,75,1,100,32,0.01,1,RNN,False,auto
0.0005996841974550985,0.000505532141695482,19.78551745414734,True,1,2023-06-26_18-05-24,1687795524,19.78551745414734,1551595,cs02.science.uu.nl,131.211.30.52,19.78551745414734,1,"19_batch_size=16,dropout=0.2977,hidden_dim=25,input_chunk_length=24,n_epochs=100,n_rnn_layers=1,training_length=50",25,1,50,24,100,16,0.2977234295668919,1,RNN,False,auto
