rmse,mae,time_this_iter_s,done,training_iteration,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/n_changepoints,config/changepoint_range,config/changepoint_prior_scale,config/seasonality_prior_scale,config/seasonality_mode,skip
0.012339588873704512,0.009694642830583494,6.467343330383301,True,1,2023-07-03_15-23-33,1688390613,6.467343330383301,24512,Stephan,127.0.0.1,6.467343330383301,1,"1_changepoint_prior_scale=0.1000,changepoint_range=0.9000,n_changepoints=10,seasonality_mode=additive,seasonality_prior_scale=1.0000",10,0.9,0.1,1.0,additive,
0.012559916678868162,0.009909770592036937,7.271897077560425,True,1,2023-07-03_15-23-43,1688390623,7.271897077560425,21028,Stephan,127.0.0.1,7.271897077560425,1,"2_changepoint_prior_scale=0.5000,changepoint_range=0.9000,n_changepoints=100,seasonality_mode=additive,seasonality_prior_scale=0.1000",100,0.9,0.5,0.1,additive,
0.011858825686881354,0.009078683502854934,10.75942611694336,True,1,2023-07-03_15-23-57,1688390637,10.75942611694336,25144,Stephan,127.0.0.1,10.75942611694336,1,"3_changepoint_prior_scale=0.5000,changepoint_range=0.4000,n_changepoints=100,seasonality_mode=multiplicative,seasonality_prior_scale=10.0000",100,0.4,0.5,10.0,multiplicative,
0.011866365223859046,0.009335318681598887,7.026679754257202,True,1,2023-07-03_15-24-03,1688390643,7.026679754257202,23668,Stephan,127.0.0.1,7.026679754257202,1,"4_changepoint_prior_scale=0.5000,changepoint_range=0.4000,n_changepoints=25,seasonality_mode=additive,seasonality_prior_scale=0.0100",25,0.4,0.5,0.01,additive,
0.017794632401602263,0.014379101515474996,52.37907695770264,True,1,2023-07-03_15-24-59,1688390699,52.37907695770264,11440,Stephan,127.0.0.1,52.37907695770264,1,"5_changepoint_prior_scale=0.0010,changepoint_range=0.8000,n_changepoints=50,seasonality_mode=multiplicative,seasonality_prior_scale=0.1000",50,0.8,0.001,0.1,multiplicative,
0.013019621950384048,0.010230136053012819,11.997593879699707,True,1,2023-07-03_15-24-28,1688390668,11.997593879699707,11392,Stephan,127.0.0.1,11.997593879699707,1,"6_changepoint_prior_scale=0.0100,changepoint_range=0.4000,n_changepoints=100,seasonality_mode=additive,seasonality_prior_scale=0.1000",100,0.4,0.01,0.1,additive,
0.012510931388841498,0.00984339247164848,7.868671894073486,True,1,2023-07-03_15-24-35,1688390675,7.868671894073486,17888,Stephan,127.0.0.1,7.868671894073486,1,"7_changepoint_prior_scale=0.5000,changepoint_range=0.6000,n_changepoints=100,seasonality_mode=additive,seasonality_prior_scale=0.1000",100,0.6,0.5,0.1,additive,
0.012075854450699648,0.0095638752959281,6.9307801723480225,True,1,2023-07-03_15-24-45,1688390685,6.9307801723480225,24476,Stephan,127.0.0.1,6.9307801723480225,1,"8_changepoint_prior_scale=0.0100,changepoint_range=0.4000,n_changepoints=50,seasonality_mode=multiplicative,seasonality_prior_scale=0.1000",50,0.4,0.01,0.1,multiplicative,
0.023915543304029254,0.019764496098104035,13.91519045829773,True,1,2023-07-03_15-25-02,1688390702,13.91519045829773,23172,Stephan,127.0.0.1,13.91519045829773,1,"9_changepoint_prior_scale=0.0010,changepoint_range=0.8000,n_changepoints=25,seasonality_mode=multiplicative,seasonality_prior_scale=1.0000",25,0.8,0.001,1.0,multiplicative,
0.012471581111324025,0.00959882305725603,6.668928861618042,True,1,2023-07-03_15-25-06,1688390706,6.668928861618042,6588,Stephan,127.0.0.1,6.668928861618042,1,"10_changepoint_prior_scale=0.0100,changepoint_range=0.8000,n_changepoints=25,seasonality_mode=multiplicative,seasonality_prior_scale=1.0000",25,0.8,0.01,1.0,multiplicative,
